SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,September-3-2025,Single Family Residential,752 Elizabeth St,San Francisco,CA,94114,9600000,5,4.5,SF District 5,4512,2925,2021,,2128,,Sold,,,https://www.redfin.com/CA/San-Francisco/752-Elizabeth-St-94114/home/1933022,San Francisco MLS,425067708,N,Y,37.7520753,-122.4376703
PAST SALE,,Single Family Residential,73 Fountain St,San Francisco,CA,94114,6200000,2,2.0,,1695,3166,1912,,3658,,,,,https://www.redfin.com/CA/San-Francisco/73-Fountain-St-94114/home/798566,,,N,Y,37.7497435,-122.4414031
PAST SALE,September-10-2025,Single Family Residential,4385 25th St,San Francisco,CA,94114,4900000,4,3.5,SF District 5,2569,2848,1904,,1907,,Sold,,,https://www.redfin.com/CA/San-Francisco/4385-25th-St-94114/home/1956419,San Francisco MLS,425066891,N,Y,37.749271,-122.4380146
PAST SALE,August-29-2025,Single Family Residential,3014 Market St,San Francisco,CA,94114,1485000,2,1.0,SF District 5,,1838,1904,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/3014-Market-St-94114/home/670759,San Francisco MLS,425057525,N,Y,37.7612352,-122.4415052
PAST SALE,,Single Family Residential,522 Alvarado St,San Francisco,CA,94114,4021000,4,3.0,,2332,2848,1907,,1724,,,,,https://www.redfin.com/CA/San-Francisco/522-Alvarado-St-94114/home/715668,,,N,Y,37.753979,-122.4327673
PAST SALE,,Single Family Residential,66 Clarendon Ave,San Francisco,CA,94114,2800000,4,2.5,,2400,2866,1978,,1167,,,,,https://www.redfin.com/CA/San-Francisco/66-Clarendon-Ave-94114/home/1813650,,,N,Y,37.7589377,-122.4505945
PAST SALE,November-5-2025,Single Family Residential,938 Sanchez St,San Francisco,CA,94114,6500000,4,3.5,SF District 5,3885,2685,1890,,1673,,Sold,,,https://www.redfin.com/CA/San-Francisco/938-Sanchez-St-94114/home/1184185,San Francisco MLS,425082798,N,Y,37.7541448,-122.4302289
PAST SALE,October-7-2025,Single Family Residential,4421 19th St,San Francisco,CA,94114,1700000,2,2.0,SF District 5,1092,1875,1900,,1557,,Sold,,,https://www.redfin.com/CA/San-Francisco/4421-19th-St-94114/home/1718532,San Francisco MLS,425072344,N,Y,37.7588909,-122.4386177
PAST SALE,,Single Family Residential,168 Jersey St,San Francisco,CA,94114,7200000,4,4.0,,2669,2848,1900,,2698,,,,,https://www.redfin.com/CA/San-Francisco/168-Jersey-St-94114/home/1448755,,,N,Y,37.7510174,-122.4290228
