SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,,Single Family Residential,7450 Railroad St,Gilroy,CA,95020,700000,2,1.0,,1024,5480,1900,,684,,,,,https://www.redfin.com/CA/Gilroy/7450-Railroad-St-95020/home/1100407,,,N,Y,37.0080207,-121.5675158
PAST SALE,,Single Family Residential,6482 Greenfield Dr,Gilroy,CA,95020,1200000,7,4.0,,4036,19503,2023,,297,,,,,https://www.redfin.com/CA/Gilroy/6482-Greenfield-Dr-95020/home/160862331,,,N,Y,36.9908461,-121.5791113
PAST SALE,September-8-2025,Single Family Residential,790 Gary St,Gilroy,CA,95020,900000,4,2.0,GILROY,1945,6800,1965,,463,,Sold,,,https://www.redfin.com/CA/Gilroy/790-Gary-St-95020/home/1133971,MLSListings,ML82015748,N,Y,37.0196012,-121.5889151
PAST SALE,,Single Family Residential,7121 Rosanna St Unit B,Gilroy,CA,95020,650000,4,2.0,,2123,7500,1951,,306,,,,,https://www.redfin.com/CA/Gilroy/7121-Rosanna-St-95020/unit-B/home/1434189,,,N,Y,37.0010532,-121.5705588
PAST SALE,September-5-2025,Single Family Residential,1415 Quail Walk Dr,Gilroy,CA,95020,1075000,3,2.0,GILROY,1739,7301,1988,,618,,Sold,,,https://www.redfin.com/CA/Gilroy/1415-Quail-Walk-Dr-95020/home/1020326,MLSListings,ML82017558,N,Y,37.0305661,-121.6075781
PAST SALE,September-26-2025,Single Family Residential,7310 Orchard Dr,Gilroy,CA,95020,1065000,4,2.0,GILROY,1835,7700,1976,,580,,Sold,,,https://www.redfin.com/CA/Gilroy/7310-Orchard-Dr-95020/home/1367063,MLSListings,ML82020248,N,Y,37.0020087,-121.5786931
PAST SALE,November-17-2025,Townhouse,773 Gettysburg Way,Gilroy,CA,95020,600000,2,2.5,GILROY,1645,1360,1985,,365,424,Sold,,,https://www.redfin.com/CA/Gilroy/773-Gettysburg-Way-95020/home/1436060,MLSListings,ML82025502,N,Y,36.997708,-121.576619
PAST SALE,September-15-2025,Vacant Land,0 Marcella Ave,Gilroy,CA,95020,1880000,,,GILROY,,1684900,,,,,Sold,,,https://www.redfin.com/CA/Gilroy/Marcella-Ave-95020/home/57231935,MLSListings,ML82017546,N,Y,37.0143,-121.5782
PAST SALE,,Single Family Residential,7265 Carmel St,Gilroy,CA,95020,1000000,3,2.0,,1120,6916,1956,,893,,,,,https://www.redfin.com/CA/Gilroy/7265-Carmel-St-95020/home/1293870,,,N,Y,37.0022845,-121.5751951
PAST SALE,October-21-2025,Single Family Residential,9565 Grande Dr,Gilroy,CA,95020,1310000,5,3.5,GILROY,2497,5500,2012,,525,,Sold,,,https://www.redfin.com/CA/Gilroy/9565-Grande-Dr-95020/home/52671807,MLSListings,ML82022447,N,Y,37.0315283,-121.5986745
PAST SALE,October-9-2025,Single Family Residential,783 Mantelli Dr,Gilroy,CA,95020,925000,4,2.0,GILROY,1516,6969,1994,,610,,Sold,,,https://www.redfin.com/CA/Gilroy/783-Mantelli-Dr-95020/home/1788612,MLSListings,ML82021025,N,Y,37.023728,-121.589133
PAST SALE,November-14-2025,Single Family Residential,2302 Hoya Ln,Gilroy,CA,95020,2325000,4,3.5,GILROY,4302,45247,2007,,540,,Sold,,,https://www.redfin.com/CA/Gilroy/2302-Hoya-Ln-95020/home/23143014,MLSListings,ML82021796,N,Y,37.0263569,-121.619619
PAST SALE,September-10-2025,Single Family Residential,6640 Tecate Ln,Gilroy,CA,95020,950000,3,2.5,Gilroy,2089,3694,2014,,455,173,Sold,,,https://www.redfin.com/CA/Gilroy/6640-Tecate-Ln-95020/home/95954577,MLSListings,ML82017301,N,Y,36.9967698,-121.5657215
PAST SALE,October-15-2025,Single Family Residential,711 4th St,Gilroy,CA,95020,999000,3,2.5,GILROY,1936,6250,1940,,516,,Sold,,,https://www.redfin.com/CA/Gilroy/711-4th-St-95020/home/1023342,MLSListings,ML82021744,N,Y,37.0076479,-121.5791021
PAST SALE,September-23-2025,Single Family Residential,2325 Olea Ct,Gilroy,CA,95020,2200000,5,4.5,GILROY,4023,19554,2002,,547,,Sold,,,https://www.redfin.com/CA/Gilroy/2325-Olea-Ct-95020/home/1513512,MLSListings,ML82018572,N,Y,37.0276274,-121.6193871
PAST SALE,October-17-2025,Single Family Residential,6370 Raspberry Ct,Gilroy,CA,95020,1115000,4,2.5,GILROY,2045,11033,1997,,545,,Sold,,,https://www.redfin.com/CA/Gilroy/6370-Raspberry-Ct-95020/home/1620004,MLSListings,ML82021077,N,Y,36.9893929,-121.5765421
PAST SALE,September-29-2025,Single Family Residential,7630 El Roble Ct,Gilroy,CA,95020,979950,4,2.0,GILROY,1570,8125,1976,,624,,Sold,,,https://www.redfin.com/CA/Gilroy/7630-El-Roble-Ct-95020/home/1812463,MLSListings,ML82017682,N,Y,37.0068997,-121.5873542
PAST SALE,November-7-2025,Single Family Residential,9938 Bobcat Ct,Gilroy,CA,95020,1401000,4,3.5,GILROY,3065,7020,2016,,457,99,Sold,,,https://www.redfin.com/CA/Gilroy/9938-Bobcat-Ct-95020/home/143041632,MLSListings,ML82024127,N,Y,37.0383794,-121.6026508
PAST SALE,October-1-2025,Single Family Residential,1301 3rd St,Gilroy,CA,95020,910000,3,2.0,GILROY,1503,7475,1965,,605,,Sold,,,https://www.redfin.com/CA/Gilroy/1301-3rd-St-95020/home/1023473,MLSListings,ML82019761,N,Y,37.0084398,-121.5945648
PAST SALE,October-31-2025,Single Family Residential,1796 Colony Way,Gilroy,CA,95020,1490000,4,2.5,GILROY,2752,19166,1998,,541,,Sold,,,https://www.redfin.com/CA/Gilroy/1796-Colony-Way-95020/home/1505879,MLSListings,ML82022124,N,Y,37.0208352,-121.6111825
PAST SALE,October-3-2025,Single Family Residential,8911 Church St,Gilroy,CA,95020,919000,3,2.5,Gilroy,1886,3994,2000,,487,90,Sold,,,https://www.redfin.com/CA/Gilroy/8911-Church-St-95020/home/1773951,MetroList,225109342,N,Y,37.0260409,-121.581972
PAST SALE,October-27-2025,Single Family Residential,9214 Orinda Way,Gilroy,CA,95020,1115000,4,2.0,GILROY,2043,6225,1986,,546,,Sold,,,https://www.redfin.com/CA/Gilroy/9214-Orinda-Way-95020/home/590471,MLSListings,ML82021571,N,Y,37.0265762,-121.6003721
PAST SALE,September-10-2025,Mobile/Manufactured Home,5878 Garlic Farms Dr #153,Gilroy,CA,95020,89950,2,1.0,The Garlic Farm Rv Park,385,,2025,,234,,Sold,,,https://www.redfin.com/CA/Gilroy/5878-Garlic-Farm-Dr-95020/unit-153/home/196200833,MetroList,225085768,N,Y,36.9831592,-121.5552399
PAST SALE,October-1-2025,Single Family Residential,12240 Heritage Way,Gilroy,CA,95020,3900000,5,4.5,GILROY,4132,114998,2009,,944,,Sold,,,https://www.redfin.com/CA/Gilroy/12240-Heritage-Way-95020/home/40175400,MLSListings,ML82013635,N,Y,37.0510932,-121.6624805
PAST SALE,September-25-2025,Single Family Residential,6990 Spumante Way,Gilroy,CA,95020,1300000,4,3.0,GILROY,3173,4113,2019,,410,140,Sold,,,https://www.redfin.com/CA/Gilroy/6990-Spumante-Way-95020/home/168911105,MLSListings,ML82019367,N,Y,36.9948633,-121.5945777
PAST SALE,November-5-2025,Single Family Residential,1830 Church Ave,Gilroy,CA,95020,1500000,3,2.0,GILROY,1912,49222,1976,,785,,Sold,,,https://www.redfin.com/CA/Gilroy/1830-Church-Ave-95020/home/1027718,MLSListings,ML82016533,N,Y,37.0780188,-121.5701927
PAST SALE,October-7-2025,Single Family Residential,1231 Lerma Ln,Gilroy,CA,95020,1100000,3,2.5,GILROY,2005,6000,1986,,549,,Sold,,,https://www.redfin.com/CA/Gilroy/1231-Lerma-Ln-95020/home/1451021,MLSListings,ML82020375,N,Y,37.0248538,-121.6023025
PAST SALE,November-14-2025,Single Family Residential,722 Carver Pl,Gilroy,CA,95020,1168000,4,3.0,GILROY,2754,5061,2018,,424,174,Sold,,,https://www.redfin.com/CA/Gilroy/722-Carver-Pl-95020/home/167555060,MLSListings,ML82023671,N,Y,37.0191693,-121.5848648
