SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,September-23-2025,Single Family Residential,211 Lincoln Ave,San Jose,CA,95126,850000,2,1.0,SAN JOSE,1152,5754,1900,,738,,Sold,,,https://www.redfin.com/CA/San-Jose/211-Lincoln-Ave-95126/home/782726,MLSListings,ML82022596,N,Y,37.324607,-121.9089752
PAST SALE,October-8-2025,Single Family Residential,1425 Walnut Grove Ave,San Jose,CA,95126,1640000,3,2.0,SAN JOSE,1284,8400,1946,,1277,,Sold,,,https://www.redfin.com/CA/San-Jose/1425-Walnut-Grove-Ave-95126/home/1788784,MLSListings,ML82024317,N,Y,37.339401,-121.9319116
PAST SALE,,Single Family Residential,931 McKendrie St,San Jose,CA,95126,1160000,3,1.0,,1160,7500,1925,,1000,,,,,https://www.redfin.com/CA/San-Jose/931-McKendrie-St-95126/home/683042,,,N,Y,37.3436143,-121.921894
PAST SALE,September-5-2025,Single Family Residential,1596 Mckendrie St,San Jose,CA,95126,1300000,4,2.0,SAN JOSE,1809,4935,1924,,719,,Sold,,,https://www.redfin.com/CA/San-Jose/1596-McKendrie-St-95126/home/1565491,MLSListings,ML82019368,N,Y,37.3357542,-121.9316182
PAST SALE,November-14-2025,Single Family Residential,1621 University Way,San Jose,CA,95126,4999999,4,5.5,SAN JOSE,5069,18564,2014,,986,,Sold,,,https://www.redfin.com/CA/San-Jose/1621-University-Way-95126/home/1117425,MLSListings,ML82026731,N,Y,37.3339002,-121.9303657
PAST SALE,October-28-2025,Single Family Residential,1128 Morse St,San Jose,CA,95126,2030000,3,2.0,SAN JOSE,1897,9600,1950,,1070,,Sold,,,https://www.redfin.com/CA/San-Jose/1128-Morse-St-95126/home/681100,MLSListings,ML82023945,N,Y,37.3424418,-121.9299506
PAST SALE,November-10-2025,Townhouse,1307 Pedro St,San Jose,CA,95126,1200000,3,2.5,Central San Jose,1717,,1980,,699,401,Sold,,,https://www.redfin.com/CA/San-Jose/1307-Pedro-St-95126/home/1642427,MetroList,225136463,N,Y,37.3130989,-121.9114849
PAST SALE,November-7-2025,Single Family Residential,1536 Shasta Ave,San Jose,CA,95126,1940000,3,2.0,SAN JOSE,2024,5760,1932,,958,,Sold,,,https://www.redfin.com/CA/San-Jose/1536-Shasta-Ave-95126/home/1738356,MLSListings,ML82023593,N,Y,37.3274092,-121.9200858
PAST SALE,November-10-2025,Townhouse,1515 Rhinecliff Way,San Jose,CA,95126,790000,2,1.0,SAN JOSE,900,,1977,,878,716,Sold,,,https://www.redfin.com/CA/San-Jose/1515-Rhinecliff-Way-95126/home/1198900,MLSListings,ML82018434,N,Y,37.302078,-121.921173
PAST SALE,October-6-2025,Single Family Residential,1282 Dahlia,San Jose,CA,95126,1650000,3,3.0,San Jose,1977,2254,2006,,835,225,Sold,,,https://www.redfin.com/CA/San-Jose/1282-Dahlia-Loop-95126/home/23042929,CRMLS,OC25196744,N,Y,37.3481452,-121.9276203
PAST SALE,September-29-2025,Single Family Residential,20 Atlas Ave,San Jose,CA,95126,1135875,3,2.0,SAN JOSE,2367,3888,1926,,480,,Sold,,,https://www.redfin.com/CA/San-Jose/20-Atlas-Ave-95126/home/708983,MLSListings,ML82020294,N,Y,37.3310849,-121.9089307
PAST SALE,October-14-2025,Townhouse,127 Muller Pl,San Jose,CA,95126,1262998,3,3.5,SAN JOSE,1588,770,2008,,795,460,Sold,,,https://www.redfin.com/CA/San-Jose/127-Muller-Pl-95126/home/23046374,MLSListings,ML82019135,N,Y,37.3254568,-121.9165656
