SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,,Single Family Residential,377 Marina Blvd,San Francisco,CA,94123,6500000,4,3.0,,3543,2890,1930,,1835,,,,,https://www.redfin.com/CA/San-Francisco/377-Marina-Blvd-94123/home/557729,,,N,Y,37.805963,-122.4390584
PAST SALE,,Single Family Residential,2686 Green St,San Francisco,CA,94123,4250000,3,3.0,,3763,2060,1916,,1129,,,,,https://www.redfin.com/CA/San-Francisco/2686-Green-St-94123/home/1572462,,,N,Y,37.7953382,-122.4433842
PAST SALE,,Single Family Residential,2821 Steiner St,San Francisco,CA,94123,4750000,6,6.0,,5284,3025,1906,,899,,,,,https://www.redfin.com/CA/San-Francisco/2821-Steiner-St-94123/home/2018101,,,N,Y,37.7953509,-122.4371158
PAST SALE,October-23-2025,Single Family Residential,2161 North Point St,San Francisco,CA,94123,4230000,3,4.0,SF District 7,3015,3438,1926,,1403,,Sold,,,https://www.redfin.com/CA/San-Francisco/2161-N-Point-St-94123/home/1780183,San Francisco MLS,425021467,N,Y,37.8026551,-122.442732
PAST SALE,November-24-2025,Single Family Residential,135 Avila St,San Francisco,CA,94123,4350000,3,2.5,SF District 7,2606,2504,1925,,1669,,Sold,,,https://www.redfin.com/CA/San-Francisco/135-Avila-St-94123/home/1198203,San Francisco MLS,425084104,N,Y,37.8017502,-122.4408506
PAST SALE,September-26-2025,Single Family Residential,2383 Greenwich St,San Francisco,CA,94123,2135000,1,2.0,SF District 7,,1851,1901,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/2383-Greenwich-St-94123/home/1787598,San Francisco MLS,425058164,N,Y,37.7983912,-122.438806
PAST SALE,October-21-2025,Single Family Residential,2764 Greenwich St,San Francisco,CA,94123,8495000,4,4.0,SF District 7,4712,3001,2017,,1803,,Sold,,,https://www.redfin.com/CA/San-Francisco/2764-Greenwich-St-94123/home/1305468,San Francisco MLS,425075054,N,Y,37.7979625,-122.4451575
PAST SALE,September-12-2025,Single Family Residential,2270 Beach St,San Francisco,CA,94123,4900000,3,3.5,SF District 7,2870,3438,1927,,1707,,Sold,,,https://www.redfin.com/CA/San-Francisco/2270-Beach-St-94123/home/1145844,San Francisco MLS,425068097,N,Y,37.803509,-122.4464705
PAST SALE,September-5-2025,Single Family Residential,3325 Pierce St,San Francisco,CA,94123,3805000,3,3.0,SF District 7,,2495,1924,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/3325-Pierce-St-94123/home/1010347,San Francisco MLS,425062870,N,Y,37.8007944,-122.4398011
