SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,November-22-2025,Single Family Residential,243 Maria St,Santa Clara,CA,95050,1700000,3,1.5,SANTA CLARA,1502,10296,1952,,1132,,Sold,,,https://www.redfin.com/CA/Santa-Clara/243-Maria-St-95050/home/714612,MLSListings,ML82028169,N,Y,37.3378783,-121.9514213
PAST SALE,,Single Family Residential,1789 Fremont St,Santa Clara,CA,95050,1185000,2,3.0,,1521,2730,1993,,779,,,,,https://www.redfin.com/CA/Santa-Clara/1789-Fremont-St-95050/home/815776,,,N,Y,37.3486116,-121.9547544
PAST SALE,November-10-2025,Single Family Residential,1694 Homestead Rd,Santa Clara,CA,95050,1351000,2,1.5,SANTA CLARA,899,7550,1939,,1503,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1694-Homestead-Rd-95050/home/715780,MLSListings,ML82024721,N,Y,37.3457525,-121.9521071
PAST SALE,September-26-2025,Townhouse,1773 Hillebrant Pl,Santa Clara,CA,95050,1650000,3,3.5,Santa Clara,1560,731,2010,,1058,355,Sold,,,https://www.redfin.com/CA/Santa-Clara/1773-Hillebrant-Pl-95050/home/28895664,MLSListings,ML82018366,N,Y,37.3538835,-121.9577029
PAST SALE,October-20-2025,Single Family Residential,2223 Dianne Dr,Santa Clara,CA,95050,2460000,3,2.0,SANTA CLARA,1886,6740,1964,,1304,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2223-Dianne-Dr-95050/home/1082673,MLSListings,ML82022176,N,Y,37.3479897,-121.9630638
PAST SALE,September-17-2025,Condo/Co-op,480 N Winchester Blvd #9,Santa Clara,CA,95050,875000,2,2.0,Not Listed,1248,1092,1981,,701,410,Sold,,,https://www.redfin.com/CA/Santa-Clara/480-N-Winchester-Blvd-95050/unit-9/home/770650,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41107938,N,Y,37.3407012,-121.9514221
PAST SALE,October-27-2025,Single Family Residential,1174 Carolyn Dr,Santa Clara,CA,95050,2000000,3,2.5,SANTA CLARA,1965,6048,1954,,1018,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1174-Carolyn-Dr-95050/home/1104909,MLSListings,ML82023440,N,Y,37.3475356,-121.9671661
PAST SALE,September-5-2025,Single Family Residential,1174 Lexington St,Santa Clara,CA,95050,1220000,2,1.0,SANTA CLARA,820,3320,1927,,1488,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1174-Lexington-St-95050/home/770639,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41107424,N,Y,37.3469909,-121.9455397
PAST SALE,November-14-2025,Single Family Residential,2320 Talia Ave,Santa Clara,CA,95050,1680000,3,1.0,SANTA CLARA,1035,5700,1953,,1623,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2320-Talia-Ave-95050/home/751053,MLSListings,ML82024870,N,Y,37.3319092,-121.9559542
PAST SALE,September-11-2025,Single Family Residential,1651 Cabrillo Ave,Santa Clara,CA,95050,1330000,3,1.0,SANTA CLARA,985,5000,1954,,1350,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1651-Cabrillo-Ave-95050/home/683295,MLSListings,ML82010687,N,Y,37.3595429,-121.9569573
PAST SALE,October-31-2025,Single Family Residential,2331 Castro Pl,Santa Clara,CA,95050,1580000,3,2.0,SANTA CLARA,1053,5940,1954,,1500,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2331-Castro-Pl-95050/home/678726,MLSListings,ML82025042,N,Y,37.3578734,-121.9656626
PAST SALE,October-6-2025,Single Family Residential,325 Crestview Dr,Santa Clara,CA,95050,2130000,3,2.0,SANTA CLARA,1306,7656,1956,,1631,,Sold,,,https://www.redfin.com/CA/Santa-Clara/325-Crestview-Dr-95050/home/750975,MLSListings,ML82018181,N,Y,37.3315973,-121.9532911
PAST SALE,September-8-2025,Single Family Residential,2082 Juliana Ct,Santa Clara,CA,95050,2139998,3,2.0,Santa Clara,1676,5700,1952,,1277,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2082-Juliana-Ct-95050/home/749460,MLSListings,ML82017329,N,Y,37.336228,-121.9539732
