SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,November-21-2025,Multi-Family (2-4 Unit),863-865 Greenwich St,San Francisco,CA,94133,1200000,5,,SF District 8,2162,1376,1907,,555,,Sold,,,https://www.redfin.com/CA/San-Francisco/865-Greenwich-St-94133/home/1902747,San Francisco MLS,425087323,N,Y,37.8015929,-122.413833
PAST SALE,,Condo/Co-op,1731 Powell St #406,San Francisco,CA,94133,1700000,2,2.0,,1313,,2018,,1295,,,,,https://www.redfin.com/CA/San-Francisco/1731-Powell-St-94133/unit-406/home/160461382,,,N,Y,37.8006922,-122.4112871
PAST SALE,,Condo/Co-op,455 Vallejo St #310,San Francisco,CA,94133,910000,1,1.0,,825,,1973,,1103,,,,,https://www.redfin.com/CA/San-Francisco/455-Vallejo-St-94133/unit-310/home/2030305,,,N,Y,37.7988202,-122.4048259
PAST SALE,,Multi-Family (2-4 Unit),824 Vallejo St #826,San Francisco,CA,94133,3150000,5,5.0,,3420,1530,1909,,921,,,,,https://www.redfin.com/CA/San-Francisco/824-Vallejo-St-94133/unit-826/home/1674327,,,N,Y,37.7985119,-122.4109783
PAST SALE,,Condo/Co-op,249 Chestnut St,San Francisco,CA,94133,1800000,,1.0,,1069,,1953,,1684,,,,,https://www.redfin.com/CA/San-Francisco/249-Chestnut-St-94133/home/1067764,,,N,Y,37.8043793,-122.4075244
PAST SALE,September-19-2025,Multi-Family (2-4 Unit),822-824 Union St,San Francisco,CA,94133,3500000,6,4.0,SF District 8,2767,1197,1907,,1265,,Sold,,,https://www.redfin.com/CA/San-Francisco/822-824-Union-St-94133/home/197692597,San Francisco MLS,425071615,N,Y,37.800154,-122.412935
PAST SALE,October-3-2025,Condo/Co-op,750 Francisco St,San Francisco,CA,94133,1715000,1,1.0,SF District 8,1125,2160,1941,,1524,,Sold,,,https://www.redfin.com/CA/San-Francisco/750-Francisco-St-94133/home/538083,San Francisco MLS,425068587,N,Y,37.8043275,-122.4176867
PAST SALE,October-3-2025,Condo/Co-op,999 Green St #1804,San Francisco,CA,94133,2895000,2,2.0,SF District 8,1681,14265,1964,,1722,3276,Sold,,,https://www.redfin.com/CA/San-Francisco/999-Green-St-94133/unit-1804/home/542565,San Francisco MLS,425066302,N,Y,37.7984747,-122.4152624
PAST SALE,September-29-2025,Condo/Co-op,1632 Taylor St #6,San Francisco,CA,94133,1211000,2,1.0,SF District 8,1000,5133,1907,,1211,450,Sold,,,https://www.redfin.com/CA/San-Francisco/1632-Taylor-St-94133/unit-6/home/544378,San Francisco MLS,425070826,N,Y,37.7974832,-122.4134331
PAST SALE,November-20-2025,Condo/Co-op,1440 Montgomery St #21,San Francisco,CA,94133,1600000,2,2.0,SF District 8,1400,3432,1940,,1143,1920,Sold,,,https://www.redfin.com/CA/San-Francisco/1440-Montgomery-St-94133/unit-21/home/1474278,San Francisco MLS,425085347,N,Y,37.802539,-122.404541
PAST SALE,,Condo/Co-op,1097 Green St #10,San Francisco,CA,94133,1640000,2,1.0,,1200,,1910,,1367,,,,,https://www.redfin.com/CA/San-Francisco/1097-Green-St-94133/unit-10/home/541992,,,N,Y,37.798232,-122.4169219
PAST SALE,October-22-2025,Condo/Co-op,372 Francisco St,San Francisco,CA,94133,1925000,2,2.0,SF District 8,1750,4927,1935,,1100,,Sold,,,https://www.redfin.com/CA/San-Francisco/372-Francisco-St-94133/home/1365343,San Francisco MLS,425072958,N,Y,37.80523,-122.41133
