SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,October-15-2025,Condo/Co-op,3586 Payne Ave #12,San Jose,CA,95117,300000,2,1.0,SAN JOSE,910,,1963,,330,404,Sold,,,https://www.redfin.com/CA/San-Jose/3586-Payne-Ave-95117/unit-12/home/885951,MLSListings,ML82024989,N,Y,37.2999524,-121.962392
PAST SALE,November-14-2025,Single Family Residential,3570 Sunnydale Ct,San Jose,CA,95117,2600000,4,3.0,SAN JOSE,2649,6200,1980,,982,,Sold,,,https://www.redfin.com/CA/San-Jose/3570-Sunnydale-Ct-95117/home/1564988,MLSListings,ML82025325,N,Y,37.3035661,-121.962444
PAST SALE,October-9-2025,Multi-Family (2-4 Unit),3856 Williams Rd,San Jose,CA,95117,1735000,4,2.0,San Jose,2027,7700,1961,,856,,Sold,,,https://www.redfin.com/CA/San-Jose/3856-Williams-Rd-95117/home/1312793,MLSListings,ML82019485,N,Y,37.308096,-121.969077
PAST SALE,October-30-2025,Single Family Residential,4117 De Mille Dr,San Jose,CA,95117,2900000,5,3.5,SAN JOSE,2738,10425,1950,,1059,,Sold,,,https://www.redfin.com/CA/San-Jose/4117-De-Mille-Dr-95117/home/1503009,MLSListings,ML82014418,N,Y,37.3065331,-121.9753126
PAST SALE,October-6-2025,Single Family Residential,3403 Rosedale Dr,San Jose,CA,95117,1860000,3,2.0,SAN JOSE,1120,8250,1955,,1661,,Sold,,,https://www.redfin.com/CA/San-Jose/3403-Rosedale-Dr-95117/home/747230,MLSListings,ML82019663,N,Y,37.3135081,-121.9577429
PAST SALE,November-25-2025,Condo/Co-op,471 Northlake Dr #15,San Jose,CA,95117,805000,2,2.0,SAN JOSE,1191,,1985,,676,444,Sold,,,https://www.redfin.com/CA/San-Jose/471-Northlake-Dr-95117/unit-15/home/581713,MLSListings,ML82025852,N,Y,37.319471,-121.970541
PAST SALE,November-13-2025,Single Family Residential,1189 Boynton Ave,San Jose,CA,95117,1790000,4,2.0,SAN JOSE,1794,6011,1973,,998,,Sold,,,https://www.redfin.com/CA/San-Jose/1189-Boynton-Ave-95117/home/748358,MLSListings,ML82023648,N,Y,37.303751,-121.9663376
PAST SALE,November-19-2025,Single Family Residential,3370 Pearltone Dr,San Jose,CA,95117,2670000,4,2.5,SAN JOSE,2109,9020,1964,,1266,,Sold,,,https://www.redfin.com/CA/San-Jose/3370-Pearltone-Dr-95117/home/745704,MLSListings,ML82025224,N,Y,37.303726,-121.9567777
PAST SALE,November-3-2025,Single Family Residential,514 Coakley Dr,San Jose,CA,95117,1920000,3,3.0,SAN JOSE,1555,8400,1958,,1235,,Sold,,,https://www.redfin.com/CA/San-Jose/514-Coakley-Dr-95117/home/1182464,MLSListings,ML82022868,N,Y,37.3179349,-121.9630638
PAST SALE,October-17-2025,Multi-Family (2-4 Unit),843 Opal Dr,San Jose,CA,95117,1785000,9,5.0,SAN JOSE,3828,7808,1966,,466,,Sold,,,https://www.redfin.com/CA/San-Jose/843-Opal-Dr-95117/home/198117388,MLSListings,ML82018418,N,Y,37.3121151,-121.952896
PAST SALE,November-21-2025,Single Family Residential,3216 Bluebird Dr,San Jose,CA,95117,2015000,2,1.0,SAN JOSE,1068,12768,1949,,1887,,Sold,,,https://www.redfin.com/CA/San-Jose/3216-Bluebird-Dr-95117/home/1425434,MLSListings,ML82025923,N,Y,37.3024888,-121.95344
PAST SALE,November-3-2025,Single Family Residential,764 Onyx Ct,San Jose,CA,95117,1730000,3,2.0,SAN JOSE,1291,8610,1955,,1340,,Sold,,,https://www.redfin.com/CA/San-Jose/764-Onyx-Ct-95117/home/1199607,MLSListings,ML82022572,N,Y,37.3131077,-121.9554182
PAST SALE,October-28-2025,Multi-Family (5+ Unit),1113 Roewill Dr,San Jose,CA,95117,2125000,8,8.0,SAN JOSE,4560,8100,1961,,466,,Sold,,,https://www.redfin.com/CA/San-Jose/1113-Roewill-Dr-95117/home/749364,MLSListings,ML82023786,N,Y,37.3056999,-121.9725543
PAST SALE,October-21-2025,Townhouse,1010 Polk Ln,San Jose,CA,95117,1145000,3,2.5,SAN JOSE,1688,2141,1972,,678,460,Sold,,,https://www.redfin.com/CA/San-Jose/1010-Polk-Ln-95117/home/749024,MLSListings,ML82022125,N,Y,37.308374,-121.9630859
PAST SALE,October-20-2025,Condo/Co-op,642 Lindendale Ct,San Jose,CA,95117,1374976,3,3.0,SAN JOSE,1791,,2025,,768,270,Sold,,,https://www.redfin.com/CA/San-Jose/642-Lindendale-Ct-95117/home/186476044,MLSListings,ML82015754,N,Y,37.3172316,-121.9540041
