SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,,Single Family Residential,3445 Washington St,San Francisco,CA,94118,11500000,5,5.0,,5887,5108,1908,,1953,,,,,https://www.redfin.com/CA/San-Francisco/3445-Washington-St-94118/home/1818263,,,N,Y,37.7894507,-122.449782
PAST SALE,,Single Family Residential,3444 Washington St,San Francisco,CA,94118,19433333,8,6.0,,9074,7657,1904,,2142,,,,,https://www.redfin.com/CA/San-Francisco/3444-Washington-St-94118/home/1523592,,,N,Y,37.789847,-122.45004
PAST SALE,October-16-2025,Single Family Residential,415 Cornwall St,San Francisco,CA,94118,3200000,3,3.0,SF District 1,2710,2500,1902,,1181,,Sold,,,https://www.redfin.com/CA/San-Francisco/415-Cornwall-St-94118/home/1883388,San Francisco MLS,425076987,N,Y,37.7846776,-122.4638675
PAST SALE,October-20-2025,Single Family Residential,35 Commonwealth Ave,San Francisco,CA,94118,7500000,4,4.5,SF District 1,4793,3998,1908,,1565,,Sold,,,https://www.redfin.com/CA/San-Francisco/35-Commonwealth-Ave-94118/home/590423,San Francisco MLS,425078657,N,Y,37.7853209,-122.4561371
PAST SALE,October-24-2025,Single Family Residential,275 Stanyan St,San Francisco,CA,94118,2346000,3,2.0,SF District 1,,1951,1939,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/275-Stanyan-St-94118/home/2003635,San Francisco MLS,425074564,N,Y,37.7760718,-122.4551471
PAST SALE,November-17-2025,Single Family Residential,550 9th Ave,San Francisco,CA,94118,3400000,4,2.5,SF District 1,2735,2996,1908,,1243,,Sold,,,https://www.redfin.com/CA/San-Francisco/550-9th-Ave-94118/home/616131,San Francisco MLS,425083052,N,Y,37.7780047,-122.467047
PAST SALE,October-27-2025,Single Family Residential,652 4th Ave,San Francisco,CA,94118,4300000,5,5.5,SF District 1,,3001,1906,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/652-4th-Ave-94118/home/1468665,San Francisco MLS,425080029,N,Y,37.7763322,-122.4615741
PAST SALE,November-10-2025,Single Family Residential,622 Spruce St,San Francisco,CA,94118,3675000,4,3.5,SF District 1,2662,3236,1900,,1381,,Sold,,,https://www.redfin.com/CA/San-Francisco/622-Spruce-St-94118/home/1909845,San Francisco MLS,425078621,N,Y,37.7833202,-122.4532968
PAST SALE,September-17-2025,Single Family Residential,427 16th Ave,San Francisco,CA,94118,3205000,4,3.5,SF District 1,2485,3001,1911,,1290,,Sold,,,https://www.redfin.com/CA/San-Francisco/427-16th-Ave-94118/home/2030963,San Francisco MLS,425067372,N,Y,37.7799157,-122.4753056
PAST SALE,September-24-2025,Single Family Residential,739 10th Ave,San Francisco,CA,94118,3375000,4,3.5,SF District 1,3110,3000,1913,,1085,,Sold,,,https://www.redfin.com/CA/San-Francisco/739-10th-Ave-94118/home/1531122,BAREIS,425069619,N,Y,37.7743905,-122.4683893
PAST SALE,October-16-2025,Single Family Residential,148 7th Ave,San Francisco,CA,94118,5500000,4,3.5,SF District 1,3860,3001,1908,,1425,,Sold,,,https://www.redfin.com/CA/San-Francisco/148-7th-Ave-94118/home/2010357,San Francisco MLS,425075919,N,Y,37.7856725,-122.4653762
PAST SALE,November-5-2025,Single Family Residential,660 Spruce St,San Francisco,CA,94118,2700000,3,2.0,SF District 1,,2996,1907,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/660-Spruce-St-94118/home/2015810,San Francisco MLS,425078123,N,Y,37.7825705,-122.4531626
PAST SALE,October-17-2025,Single Family Residential,511 9th Ave,San Francisco,CA,94118,2960000,3,2.5,SF District 1,,2375,1911,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/511-9th-Ave-94118/home/613471,San Francisco MLS,425077724,N,Y,37.7786666,-122.4675829
PAST SALE,November-21-2025,Single Family Residential,118 15th Ave,San Francisco,CA,94118,4600000,4,4.5,SF District 1,4360,2247,1906,,1055,,Sold,,,https://www.redfin.com/CA/San-Francisco/118-15th-Ave-94118/home/2030898,San Francisco MLS,425082828,N,Y,37.785829,-122.474081
PAST SALE,September-22-2025,Single Family Residential,50 Walnut St,San Francisco,CA,94118,4800000,4,5.5,SF District 7,4045,2475,1930,,1187,,Sold,,,https://www.redfin.com/CA/San-Francisco/50-Walnut-St-94118/home/1305551,San Francisco MLS,425067856,N,Y,37.7908378,-122.4490999
PAST SALE,October-16-2025,Single Family Residential,3956 Washington St,San Francisco,CA,94118,7300000,6,3.5,SF District 7,4345,5052,1907,,1680,,Sold,,,https://www.redfin.com/CA/San-Francisco/3956-Washington-St-94118/home/1154090,San Francisco MLS,425065737,N,Y,37.7887451,-122.4585491
PAST SALE,September-4-2025,Single Family Residential,21 5th Ave,San Francisco,CA,94118,4999999,4,2.5,SF District 1,3749,4200,1907,,1334,,Sold,,,https://www.redfin.com/CA/San-Francisco/21-5th-Ave-94118/home/2036146,San Francisco MLS,425066389,N,Y,37.788382,-122.4640397
PAST SALE,October-6-2025,Single Family Residential,245 Ewing Ter,San Francisco,CA,94118,2980000,3,2.0,SF District 1,2005,2073,1941,,1486,,Sold,,,https://www.redfin.com/CA/San-Francisco/245-Ewing-Ter-94118/home/1547013,San Francisco MLS,425072907,N,Y,37.7800578,-122.4487806
PAST SALE,November-3-2025,Single Family Residential,22 Wood St,San Francisco,CA,94118,1675000,2,2.0,SF District 1,1120,2225,1925,,1496,,Sold,,,https://www.redfin.com/CA/San-Francisco/22-Wood-St-94118/home/1419568,San Francisco MLS,425078784,N,Y,37.7836153,-122.4491778
PAST SALE,November-6-2025,Single Family Residential,112 Stanyan St,San Francisco,CA,94118,2760000,3,2.0,SF District 1,2129,2539,1936,,1296,,Sold,,,https://www.redfin.com/CA/San-Francisco/112-Stanyan-St-94118/home/593475,San Francisco MLS,425081813,N,Y,37.779666,-122.455371
PAST SALE,September-3-2025,Single Family Residential,154 Stanyan St,San Francisco,CA,94118,2025000,2,1.5,SAN FRANCISCO,2067,2453,1937,,980,,Sold,,,https://www.redfin.com/CA/San-Francisco/154-Stanyan-St-94118/home/593581,MLSListings,ML82017000,N,Y,37.7787293,-122.4551499
PAST SALE,October-9-2025,Single Family Residential,516 15th Ave,San Francisco,CA,94118,1250000,3,1.0,SF District 1,,3057,1916,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/516-15th-Ave-94118/home/197672669,San Francisco MLS,425071045,N,Y,37.7782851,-122.4735036
PAST SALE,November-21-2025,Single Family Residential,116 Cherry St,San Francisco,CA,94118,4400000,4,2.5,SF District 7,2735,3746,1900,,1609,,Sold,,,https://www.redfin.com/CA/San-Francisco/116-Cherry-St-94118/home/585785,San Francisco MLS,425080395,N,Y,37.7892996,-122.4570926
PAST SALE,November-5-2025,Single Family Residential,171 9th Ave,San Francisco,CA,94118,1325000,3,1.5,SF District 1,1835,3001,1913,,722,,Sold,,,https://www.redfin.com/CA/San-Francisco/171-9th-Ave-94118/home/198196818,San Francisco MLS,425062371,N,Y,37.785204,-122.468135
PAST SALE,October-9-2025,Single Family Residential,518 15th Ave,San Francisco,CA,94118,1150000,3,1.0,SF District 1,3840,3057,1916,,299,,Sold,,,https://www.redfin.com/CA/San-Francisco/518-15th-Ave-94118/home/197672668,San Francisco MLS,425071035,N,Y,37.7782688,-122.4735039
PAST SALE,October-10-2025,Single Family Residential,326 10th Ave,San Francisco,CA,94118,2750000,4,4.0,SF District 1,2320,3001,1923,,1185,,Sold,,,https://www.redfin.com/CA/San-Francisco/326-10th-Ave-94118/home/1314271,San Francisco MLS,425074577,N,Y,37.7822165,-122.4684837
PAST SALE,October-27-2025,Single Family Residential,3332 Washington St,San Francisco,CA,94118,11250000,5,4.5,SF District 7,6035,4086,1913,,1864,,Sold,,,https://www.redfin.com/CA/San-Francisco/3332-Washington-St-94118/home/1451826,San Francisco MLS,425025756,N,Y,37.7900968,-122.4480738
PAST SALE,September-2-2025,Single Family Residential,612 12th Ave,San Francisco,CA,94118,2400000,4,2.5,SF District 1,2750,2375,1915,,873,,Sold,,,https://www.redfin.com/CA/San-Francisco/612-12th-Ave-94118/home/1964481,San Francisco MLS,425061209,N,Y,37.7766098,-122.4702002
PAST SALE,September-4-2025,Single Family Residential,3740 Sacramento St,San Francisco,CA,94118,3500000,5,1.5,SF District 7,3237,3510,1900,,1081,,Sold,,,https://www.redfin.com/CA/San-Francisco/3740-Sacramento-St-94118/home/1635208,San Francisco MLS,425060640,N,Y,37.7874586,-122.4543985
PAST SALE,October-23-2025,Single Family Residential,3535 Pacific Ave,San Francisco,CA,94118,5800000,4,2.5,SF District 7,,3327,1938,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/3535-Pacific-Ave-94118/home/587325,San Francisco MLS,425056968,N,Y,37.7906571,-122.4534012
PAST SALE,October-27-2025,Single Family Residential,1940 Anza St #6,San Francisco,CA,94118,790000,1,1.0,SF District 1,776,2500,1927,,1018,340,Sold,,,https://www.redfin.com/CA/San-Francisco/1940-Anza-St-94118/unit-6/home/194776543,San Francisco MLS,425072806,N,Y,37.7791099,-122.4691683
PAST SALE,,Multi-Family (5+ Unit),1610 Anza St #1600,San Francisco,CA,94118,806000,6,5.0,,5781,2148,1910,,139,,,,,https://www.redfin.com/CA/San-Francisco/1610-Anza-St-94118/unit-1600/home/2033525,,,N,Y,37.7791982,-122.4654428
PAST SALE,October-31-2025,Single Family Residential,436-A Laurel St,San Francisco,CA,94115,2010000,3,3.0,SF District 7,,,1900,,,453,Sold,,,https://www.redfin.com/CA/San-Francisco/436-Laurel-St-94118/home/110028519,San Francisco MLS,425070019,N,Y,37.7872789,-122.4500733
PAST SALE,October-28-2025,Single Family Residential,329 7th Ave,San Francisco,CA,94118,1530000,2,1.0,SAN FRANCISCO,1226,3236,1900,,1248,,Sold,,,https://www.redfin.com/CA/San-Francisco/329-7th-Ave-94118/home/1772291,MLSListings,ML82008517,N,Y,37.7822639,-122.4657299
PAST SALE,,Multi-Family (5+ Unit),1940 Anza St #5,San Francisco,CA,94118,790000,6,6.0,,5730,2500,1927,,138,,,,,https://www.redfin.com/CA/San-Francisco/1940-Anza-St-94118/unit-5/home/614558,,,N,Y,37.7791115,-122.469176
PAST SALE,September-5-2025,Single Family Residential,1600 Anza St,San Francisco,CA,94118,805814,1,1.0,SF District 1,775,2148,1910,,1040,,Sold,,,https://www.redfin.com/CA/San-Francisco/1600-1610-Anza-St-94118/home/194786005,San Francisco MLS,425051407,N,Y,37.779198,-122.465443
PAST SALE,November-3-2025,Single Family Residential,1532 Cabrillo St,San Francisco,CA,94118,1010000,2,1.0,SF District 1,1240,2850,1941,,815,,Sold,,,https://www.redfin.com/CA/San-Francisco/1532-Cabrillo-St-94118/home/903258,San Francisco MLS,425064505,N,Y,37.7750337,-122.4753609
PAST SALE,September-11-2025,Single Family Residential,254 - 256 8th Ave,San Francisco,CA,94118,1410000,4,2.0,SF District 1,2688,3959,1910,,525,,Sold,,,https://www.redfin.com/CA/San-Francisco/254-256-8th-Ave-94118/home/198342579,BAREIS,424073976,N,Y,37.783716,-122.466297
PAST SALE,,Multi-Family (5+ Unit),436 Laurel St,San Francisco,CA,94118,2010000,9,9.0,,5212,3436,1898,,386,,,,,https://www.redfin.com/CA/San-Francisco/436-Laurel-St-94118/home/587801,,,N,Y,37.7873296,-122.4497846
PAST SALE,October-22-2025,Single Family Residential,2580 Mcallister St,San Francisco,CA,94118,3800000,5,5.5,SF District 1,3900,2125,,,974,,Sold,,,https://www.redfin.com/CA/San-Francisco/2580-McAllister-St-94118/home/1484163,San Francisco MLS,425057436,N,Y,37.7757296,-122.4546191
PAST SALE,,Single Family Residential,621 3rd Ave,San Francisco,CA,94118,1900000,,1.0,,1864,2996,1907,,1019,,,,,https://www.redfin.com/CA/San-Francisco/621-3rd-Ave-94118/home/1652069,,,N,Y,37.7769573,-122.4610125
