SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,,Multi-Family (2-4 Unit),209 Mariposa Ave,Mountain View,CA,94041,2150000,,,,2640,5980,1963,,814,,,,,https://www.redfin.com/CA/Mountain-View/209-Mariposa-Ave-94041/home/1784913,,,N,Y,37.397061,-122.087918
PAST SALE,October-14-2025,Single Family Residential,202 Mountain View Ave,Mountain View,CA,94041,4388000,7,6.0,MOUNTAIN VIEW,3346,7058,2025,,1311,,Sold,,,https://www.redfin.com/CA/Mountain-View/202-Mountain-View-Ave-94041/home/197868490,MLSListings,ML82021328,N,Y,37.3960195,-122.0845426
PAST SALE,September-12-2025,Single Family Residential,234 Houghton St,Mountain View,CA,94041,2108000,2,2.5,MOUNTAIN VIEW,1258,2612,1995,,1676,,Sold,,,https://www.redfin.com/CA/Mountain-View/234-Houghton-St-94041/home/688865,MLSListings,ML82019627,N,Y,37.391216,-122.0750116
PAST SALE,October-16-2025,Single Family Residential,545 Fairmont Ave,Mountain View,CA,94041,2205000,3,2.0,MOUNTAIN VIEW,1275,4900,1945,,1729,,Sold,,,https://www.redfin.com/CA/Mountain-View/545-Fairmont-Ave-94041/home/1246141,MLSListings,ML82022103,N,Y,37.3849169,-122.0809261
PAST SALE,October-8-2025,Single Family Residential,767 Calderon Ave,Mountain View,CA,94041,1855000,2,1.0,MOUNTAIN VIEW,942,4550,1928,,1969,,Sold,,,https://www.redfin.com/CA/Mountain-View/767-Calderon-Ave-94041/home/547409,MLSListings,ML82021233,N,Y,37.3841376,-122.0762671
PAST SALE,November-20-2025,Townhouse,496 Kahlo St,Mountain View,CA,94041,1695000,3,3.5,MOUNTAIN VIEW,1637,,2011,,1035,412,Sold,,,https://www.redfin.com/CA/Mountain-View/496-Kahlo-St-94041/home/28895483,MLSListings,ML82026258,N,Y,37.3855797,-122.0559148
PAST SALE,October-22-2025,Townhouse,700 Chiquita Ave #18,Mountain View,CA,94041,1256000,2,2.5,MOUNTAIN VIEW,1180,2680,1985,,1064,400,Sold,,,https://www.redfin.com/CA/Mountain-View/700-Chiquita-Ave-94041/unit-18/home/1431701,MLSListings,ML82019946,N,Y,37.3918001,-122.0934331
PAST SALE,October-14-2025,Townhouse,493 Magritte Way,Mountain View,CA,94041,1690000,3,3.5,MOUNTAIN VIEW,1637,841,2011,,1032,412,Sold,,,https://www.redfin.com/CA/Mountain-View/493-Magritte-Way-94041/home/28895481,MLSListings,ML82019810,N,Y,37.3854262,-122.0561563
PAST SALE,September-8-2025,Single Family Residential,543 Toft St,Mountain View,CA,94041,2705000,3,2.0,MOUNTAIN VIEW,1489,5100,1948,,1817,,Sold,,,https://www.redfin.com/CA/Mountain-View/543-Toft-St-94041/home/1426946,MLSListings,ML82017010,N,Y,37.3936992,-122.0926875
PAST SALE,September-26-2025,Single Family Residential,596 Franklin St,Mountain View,CA,94041,5738000,6,5.5,MOUNTAIN VIEW,4718,7007,2025,,1216,,Sold,,,https://www.redfin.com/CA/Mountain-View/596-Franklin-St-94041/home/1254172,MLSListings,ML82017782,N,Y,37.3896362,-122.0845324
