SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,,Multi-Family (2-4 Unit),1323 S Almaden Ave #1321,San Jose,CA,95110,870000,,,,1342,7392,1908,,648,,,,,https://www.redfin.com/CA/San-Jose/1323-S-Almaden-Ave-95110/unit-1321/home/1452610,,,N,Y,37.3142042,-121.8790972
PAST SALE,September-29-2025,Single Family Residential,80 Hobson St,San Jose,CA,95110,1200000,2,1.0,SAN JOSE,1134,5350,1937,,1058,,Sold,,,https://www.redfin.com/CA/San-Jose/80-Hobson-St-95110/home/1311753,MLSListings,ML82019584,N,Y,37.3459382,-121.8995531
PAST SALE,September-9-2025,Townhouse,59 Bassett St,San Jose,CA,95110,860000,3,3.0,SAN JOSE,1580,5472,2006,,544,351,Sold,,,https://www.redfin.com/CA/San-Jose/59-Bassett-St-95110/home/17289291,MLSListings,ML82017944,N,Y,37.341378,-121.895645
PAST SALE,October-31-2025,Single Family Residential,1497 Sanborn Ave,San Jose,CA,95110,816470,2,1.0,SAN JOSE,865,4480,1915,,944,,Sold,,,https://www.redfin.com/CA/San-Jose/1497-Sanborn-Ave-95110/home/843340,MLSListings,ML82022978,N,Y,37.3133627,-121.8741279
PAST SALE,November-3-2025,Condo/Co-op,237 Shadow Dance Dr,San Jose,CA,95110,580000,2,2.0,SAN JOSE,871,,1986,,666,400,Sold,,,https://www.redfin.com/CA/San-Jose/237-Shadow-Dance-Dr-95110/home/845474,MLSListings,ML82024303,N,Y,37.310532,-121.879684
PAST SALE,September-18-2025,Single Family Residential,35 Hawthorne Way,San Jose,CA,95110,1725000,3,2.0,SAN JOSE,2207,5967,1913,,782,,Sold,,,https://www.redfin.com/CA/San-Jose/35-Hawthorne-Way-95110/home/1011198,MLSListings,ML82017730,N,Y,37.3445831,-121.897645
PAST SALE,October-15-2025,Single Family Residential,150 Ayer Ave,San Jose,CA,95110,1835000,4,3.5,CENTRAL SAN JOSE,2610,6120,1937,,703,,Sold,,,https://www.redfin.com/CA/San-Jose/150-Ayer-Ave-95110/home/609525,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41111277,N,Y,37.3443378,-121.899439
PAST SALE,October-30-2025,Single Family Residential,1072 Vine St,San Jose,CA,95110,730000,2,1.0,SAN JOSE,870,5880,1910,,839,,Sold,,,https://www.redfin.com/CA/San-Jose/1072-Vine-St-95110/home/1536536,MLSListings,ML82021782,N,Y,37.3174588,-121.8822577
PAST SALE,November-10-2025,Single Family Residential,1493 Sanborn Ave,San Jose,CA,95110,798000,2,1.0,SAN JOSE,1008,4480,1932,,792,,Sold,,,https://www.redfin.com/CA/San-Jose/1493-Sanborn-Ave-95110/home/1551258,MLSListings,ML82023403,N,Y,37.3134457,-121.8742503
