SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,,Single Family Residential,330 Santa Rita Ave,Palo Alto,CA,94301,40000000,5,7.0,,8036,23575,,,4978,,,,,https://www.redfin.com/CA/Palo-Alto/330-Santa-Rita-Ave-94301/home/1276624,,,N,Y,37.4338915,-122.1413423
PAST SALE,,Single Family Residential,420 Palm St,Palo Alto,CA,94301,14500000,5,5.0,,7180,19500,1924,,2019,,,,,https://www.redfin.com/CA/Palo-Alto/420-Palm-St-94301/home/1158416,,,N,Y,37.4566005,-122.1485756
PAST SALE,,Single Family Residential,111 Waverley Oaks,Palo Alto,CA,94301,15000000,3,3.0,,2580,14454,2011,,5814,,,,,https://www.redfin.com/CA/Palo-Alto/111-Waverley-Oaks-94301/home/1590674,,,N,Y,37.4338892,-122.1408907
PAST SALE,November-26-2025,Single Family Residential,1100 Bryant St,Palo Alto,CA,94301,3900000,3,2.0,PALO ALTO,2290,5250,1903,,1703,,Sold,,,https://www.redfin.com/CA/Palo-Alto/1100-Bryant-St-94301/home/1600672,MLSListings,ML82027912,N,Y,37.4409405,-122.154176
PAST SALE,November-13-2025,Multi-Family (2-4 Unit),560 Everett Ave,Palo Alto,CA,94301,3125000,5,3.5,PALO ALTO,2303,9500,1937,,1357,,Sold,,,https://www.redfin.com/CA/Palo-Alto/560-Everett-Ave-94301/home/1163471,MLSListings,ML82026224,N,Y,37.4506562,-122.1606854
PAST SALE,November-3-2025,Condo/Co-op,111 Emerson St,Palo Alto,CA,94301,2010000,2,2.0,PALO ALTO,1445,,1980,,1391,1290,Sold,,,https://www.redfin.com/CA/Palo-Alto/111-Emerson-St-94301/home/1574661,MLSListings,ML82023572,N,Y,37.4480999,-122.16741
PAST SALE,September-19-2025,Single Family Residential,1021 Fife Ave,Palo Alto,CA,94301,5500000,4,3.0,PALO ALTO,2131,5000,2004,,2581,,Sold,,,https://www.redfin.com/CA/Palo-Alto/1021-Fife-Ave-94301/home/543721,MLSListings,ML82016120,N,Y,37.45175,-122.1502094
PAST SALE,September-4-2025,Single Family Residential,942 Ramona St,Palo Alto,CA,94301,3050000,3,3.0,Palo Alto,1689,4219,1903,,1806,,Sold,,,https://www.redfin.com/CA/Palo-Alto/942-Ramona-St-94301/home/197828049,"bridgeMLS, Bay East AOR, or Contra Costa AOR",ML82016483,N,Y,37.4415276,-122.1565784
PAST SALE,September-4-2025,Single Family Residential,942 Ramona St,Palo Alto,CA,94301,3050000,3,3.0,PALO ALTO,1689,4219,1903,,1806,,Sold,,,https://www.redfin.com/CA/Palo-Alto/942-Ramona-St-94301/unit-D/home/1308222,MLSListings,ML82016483,N,Y,37.4415276,-122.1565784
