SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,November-6-2025,Single Family Residential,840 Clayton St,San Francisco,CA,94117,3975000,4,2.5,SF District 5,2640,2530,1900,,1506,,Sold,,,https://www.redfin.com/CA/San-Francisco/840-Clayton-St-94117/home/1031436,San Francisco MLS,425086286,N,Y,37.7658999,-122.4476099
PAST SALE,October-27-2025,Single Family Residential,712 Cole St,San Francisco,CA,94117,4500000,4,4.0,SF District 5,3660,2374,1900,,1230,,Sold,,,https://www.redfin.com/CA/San-Francisco/712-Cole-St-94117/home/1359011,San Francisco MLS,425078152,N,Y,37.768274,-122.450171
PAST SALE,September-3-2025,Single Family Residential,1264 Page St Unit D,San Francisco,CA,94117,1000000,2,1.0,SF District 5,,3436,1900,,,340,Sold,,,https://www.redfin.com/CA/San-Francisco/1264-Page-St-94117/unit-D/home/172519183,San Francisco MLS,425067411,N,Y,37.7718857,-122.4417576
PAST SALE,October-10-2025,Single Family Residential,67 Woodland Ave,San Francisco,CA,94117,2800000,3,1.5,SF District 5,1978,1999,1927,,1416,,Sold,,,https://www.redfin.com/CA/San-Francisco/67-Woodland-Ave-94117/home/1805892,San Francisco MLS,425068362,N,Y,37.7629593,-122.4534249
PAST SALE,October-14-2025,Single Family Residential,140 Upper Terrace Ter,San Francisco,CA,94117,4995000,4,3.0,SF District 5,3270,3171,1913,,1528,,Sold,,,https://www.redfin.com/CA/San-Francisco/140-Upper-Ter-94117/home/1905227,San Francisco MLS,425075963,N,Y,37.7650733,-122.4442774
PAST SALE,September-15-2025,Single Family Residential,27 Belmont Ave,San Francisco,CA,94117,3600000,3,2.0,SF District 5,1660,2208,1907,,2169,,Sold,,,https://www.redfin.com/CA/San-Francisco/27-Belmont-Ave-94117/home/904971,San Francisco MLS,425068179,N,Y,37.7626697,-122.4544865
PAST SALE,October-1-2025,Single Family Residential,432 Broderick St,San Francisco,CA,94117,1550000,3,2.5,SF District 6,1561,3985,1908,,993,495,Sold,,,https://www.redfin.com/CA/San-Francisco/432-Broderick-St-94117/home/596223,San Francisco MLS,425066754,N,Y,37.7743404,-122.4391492
PAST SALE,October-28-2025,Single Family Residential,223 Divisadero St,San Francisco,CA,94117,2400000,3,2.0,SF District 5,1653,3123,1900,,1452,,Sold,,,https://www.redfin.com/CA/San-Francisco/223-Divisadero-St-94117/home/2023715,San Francisco MLS,425075956,N,Y,37.770673,-122.4371911
PAST SALE,October-8-2025,Single Family Residential,262 Hermann St,San Francisco,CA,94117,1770000,2,1.5,SF District 6,1085,2000,1900,,1631,,Sold,,,https://www.redfin.com/CA/San-Francisco/262-Hermann-St-94117/home/17305618,San Francisco MLS,425072756,N,Y,37.7705337,-122.4295378
PAST SALE,October-6-2025,Single Family Residential,88 Webster St,San Francisco,CA,94117,1275000,2,1.0,SF District 6,1261,2440,1900,,1011,,Sold,,,https://www.redfin.com/CA/San-Francisco/90-Webster-St-94117/unit-88/home/1236524,San Francisco MLS,425067329,N,Y,37.7712111,-122.4284296
PAST SALE,October-24-2025,Single Family Residential,4969 17th St,San Francisco,CA,94117,4285000,4,3.5,SF District 5,2663,2234,1910,,1609,,Sold,,,https://www.redfin.com/CA/San-Francisco/4969-17th-St-94117/home/602651,San Francisco MLS,425077739,N,Y,37.7613464,-122.4515029
PAST SALE,November-10-2025,Single Family Residential,2067 Hayes St Unit Top,San Francisco,CA,94117,1645000,3,1.5,SF District 6,1580,3438,1924,,1041,400,Sold,,,https://www.redfin.com/CA/San-Francisco/2067-Hayes-St-94117/unit-Top/home/198607917,San Francisco MLS,425058396,N,Y,37.7731127,-122.4504016
