SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,,Single Family Residential,1534 Alisal Ave,San Jose,CA,95125,2300000,4,3.0,,2208,8400,1972,,1042,,,,,https://www.redfin.com/CA/San-Jose/1534-Alisal-Ave-95125/home/1235891,,,N,Y,37.2745987,-121.8974453
PAST SALE,September-8-2025,Single Family Residential,2986 Aulin Dr,San Jose,CA,95125,1800000,3,2.0,SAN JOSE,1613,7770,1959,,1116,,Sold,,,https://www.redfin.com/CA/San-Jose/2986-Aulin-Dr-95125/home/1596477,MLSListings,ML82015039,N,Y,37.2770412,-121.8854119
PAST SALE,,Single Family Residential,1413 Robsheal Dr,San Jose,CA,95125,2915000,4,3.0,,3502,12573,1966,,832,,,,,https://www.redfin.com/CA/San-Jose/1413-Robsheal-Dr-95125/home/701824,,,N,Y,37.2912551,-121.9041851
PAST SALE,,Single Family Residential,591 Minnesota Ave,San Jose,CA,95125,1400000,3,2.0,,1420,6902,1945,,986,,,,,https://www.redfin.com/CA/San-Jose/591-Minnesota-Ave-95125/home/1245368,,,N,Y,37.310836,-121.88788
PAST SALE,September-29-2025,Single Family Residential,1801 Meridian Ave,San Jose,CA,95125,1625000,4,3.0,San Jose,1625,7400,1955,,1000,,Sold,,,https://www.redfin.com/CA/San-Jose/1801-Meridian-Ave-95125/home/837846,MLSListings,ML82017215,N,Y,37.2910983,-121.9138361
PAST SALE,October-16-2025,Single Family Residential,1182 Garfield Ave,San Jose,CA,95125,3020000,5,3.0,SAN JOSE,2981,6800,1920,,1013,,Sold,,,https://www.redfin.com/CA/San-Jose/1182-Garfield-Ave-95125/home/845770,MLSListings,ML82022792,N,Y,37.3086974,-121.9054102
PAST SALE,,Single Family Residential,1081 Bird Ave,San Jose,CA,95125,1287000,3,3.0,,1500,8928,1917,,858,,,,,https://www.redfin.com/CA/San-Jose/1081-Bird-Ave-95125/home/1592506,,,N,Y,37.3116881,-121.896772
PAST SALE,,Single Family Residential,1763 Ellen Ave,San Jose,CA,95125,1900000,4,3.0,,2494,10880,1927,,762,,,,,https://www.redfin.com/CA/San-Jose/1763-Ellen-Ave-95125/home/636124,,,N,Y,37.299216,-121.8885765
PAST SALE,October-1-2025,Single Family Residential,1332 Glen Dell Dr,San Jose,CA,95125,2050000,3,2.0,SAN JOSE,1722,8322,1952,,1190,,Sold,,,https://www.redfin.com/CA/San-Jose/1332-Glen-Dell-Dr-95125/home/747605,MLSListings,ML82023429,N,Y,37.3015841,-121.9083026
PAST SALE,,Single Family Residential,2161 Parkwood Way,San Jose,CA,95125,1811000,3,1.0,,1151,6240,1952,,1573,,,,,https://www.redfin.com/CA/San-Jose/2161-Parkwood-Way-95125/home/853839,,,N,Y,37.2862693,-121.902561
PAST SALE,,Single Family Residential,995 Willow Glen Way,San Jose,CA,95125,2100000,3,1.0,,1330,8200,1924,,1579,,,,,https://www.redfin.com/CA/San-Jose/995-Willow-Glen-Way-95125/home/553084,,,N,Y,37.3017283,-121.8922588
PAST SALE,October-29-2025,Single Family Residential,1340 Koch Ln,San Jose,CA,95125,3250000,4,3.5,SAN JOSE,3049,6910,1955,,1066,,Sold,,,https://www.redfin.com/CA/San-Jose/1340-Koch-Ln-95125/home/1295613,MLSListings,ML82022311,N,Y,37.279932,-121.8896165
PAST SALE,September-4-2025,Single Family Residential,1374 Prevost St,San Jose,CA,95125,1350000,3,1.5,San Jose,1281,7080,1940,,1054,,Sold,,,https://www.redfin.com/CA/San-Jose/1374-Prevost-St-95125/home/842437,CRMLS,MC25187216,N,Y,37.3096034,-121.8885684
PAST SALE,October-1-2025,Single Family Residential,1546 Koch Ln,San Jose,CA,95125,2110000,4,2.5,WILLOW GLEN,2369,8030,1966,,891,,Sold,,,https://www.redfin.com/CA/San-Jose/1546-Koch-Ln-95125/home/831618,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41109149,N,Y,37.2763704,-121.897683
PAST SALE,September-26-2025,Single Family Residential,898 Jansen Ave,San Jose,CA,95125,4925000,6,5.5,SAN JOSE,4515,9914,2021,,1091,,Sold,,,https://www.redfin.com/CA/San-Jose/898-Jansen-Ave-95125/home/1129758,MLSListings,ML82020801,N,Y,37.3037995,-121.8909677
PAST SALE,November-5-2025,Single Family Residential,1610 Carmel Dr,San Jose,CA,95125,1820000,3,2.0,SAN JOSE,1490,6000,1964,,1221,,Sold,,,https://www.redfin.com/CA/San-Jose/1610-Carmel-Dr-95125/home/844694,MLSListings,ML82023166,N,Y,37.3048583,-121.885193
