SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,December-1-2025,Single Family Residential,130 Meadowood Dr,Portola Valley,CA,94028,8000000,4,4.5,PORTOLA VALLEY,3750,50965,2004,,2133,,Sold,,,https://www.redfin.com/CA/Portola-Valley/130-Meadowood-Dr-94028/home/907224,MLSListings,ML82028512,N,Y,37.3855322,-122.2187077
PAST SALE,November-4-2025,Single Family Residential,880 La Mesa Dr,Portola Valley,CA,94028,5150000,5,4.5,PORTOLA VALLEY,3240,12194,1967,,1590,,Sold,,,https://www.redfin.com/CA/Portola-Valley/880-La-Mesa-Dr-94028/home/1352058,MLSListings,ML82024481,N,Y,37.3945675,-122.2035577
PAST SALE,,Single Family Residential,243 Echo Ln,Portola Valley,CA,94028,3500000,4,3.0,,1770,15176,1953,,1977,,,,,https://www.redfin.com/CA/Portola-Valley/243-Echo-Ln-94028/home/2012124,,,N,Y,37.3713503,-122.2095765
PAST SALE,October-3-2025,Single Family Residential,1175 Westridge Dr,Portola Valley,CA,94028,5500000,4,3.0,PORTOLA VALLEY,3810,84169,1961,,1444,,Sold,,,https://www.redfin.com/CA/Portola-Valley/1175-Westridge-Dr-94028/home/907191,MLSListings,ML82011438,N,Y,37.3862399,-122.2208553
PAST SALE,October-28-2025,Single Family Residential,289 Ramona Rd,Portola Valley,CA,94028,4100000,3,2.5,PORTOLA VALLEY,2880,53927,1983,,1424,,Sold,,,https://www.redfin.com/CA/Portola-Valley/289-Ramona-Rd-94028/home/2046867,MLSListings,ML82024513,N,Y,37.3463957,-122.1962244
PAST SALE,November-21-2025,Single Family Residential,220 Canyon Dr,Portola Valley,CA,94028,2260000,4,3.0,PORTOLA HILANDS,2290,15927,1955,,987,,Sold,,,https://www.redfin.com/CA/Portola-Valley/220-Canyon-Dr-94028/home/1661306,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41115976,N,Y,37.3714265,-122.2119429
PAST SALE,September-4-2025,Single Family Residential,760 La Mesa Dr,Portola Valley,CA,94028,3850000,5,3.0,PORTOLA VALLEY,2800,14472,1967,,1375,,Sold,,,https://www.redfin.com/CA/Portola-Valley/760-La-Mesa-Dr-94028/home/1701273,MLSListings,ML82016762,N,Y,37.3978413,-122.2037116
PAST SALE,October-16-2025,Single Family Residential,70 Stonegate Rd,Portola Valley,CA,94028,6200000,5,4.0,PORTOLA VALLEY,3135,56826,1951,,1978,,Sold,,,https://www.redfin.com/CA/Portola-Valley/70-Stonegate-Rd-94028/home/1135899,MLSListings,ML82022890,N,Y,37.3782329,-122.2230314
PAST SALE,September-22-2025,Single Family Residential,240 Willowbrook Dr,Portola Valley,CA,94028,4600000,4,2.5,PORTOLA VALLEY,2440,45987,1965,,1885,,Sold,,,https://www.redfin.com/CA/Portola-Valley/240-Willowbrook-Dr-94028/home/902770,MLSListings,ML82017822,N,Y,37.3699028,-122.2169591
