SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,September-24-2025,Single Family Residential,526 Victory Ave,Mountain View,CA,94043,2137330,3,2.0,MOUNTAIN VIEW,1116,5000,1954,,1915,,Sold,,,https://www.redfin.com/CA/Mountain-View/526-Victory-Ave-94043/home/1239132,MLSListings,ML82022627,N,Y,37.4126687,-122.1000536
PAST SALE,November-18-2025,Single Family Residential,711 Farley St,Mountain View,CA,94043,1900000,3,2.0,MOUNTAIN VIEW,1242,6300,1950,,1530,,Sold,,,https://www.redfin.com/CA/Mountain-View/711-Farley-St-94043/home/1446696,MLSListings,ML82027878,N,Y,37.4055636,-122.0883315
PAST SALE,November-16-2025,Townhouse,125 Flynn,Mountain View,CA,94043,1900000,3,3.5,MOUNTAIN VIEW,1652,842,2021,,1150,524,Sold,,,https://www.redfin.com/CA/Mountain-View/125-Flynn-Ave-94043/home/176495701,MLSListings,ML82027759,N,Y,37.3989489,-122.0620245
PAST SALE,November-25-2025,Townhouse,1387 W Middlefield Rd,Mountain View,CA,94043,1600000,3,3.0,MOUNTAIN VIEW,1471,,2022,,1088,309,Sold,,,https://www.redfin.com/CA/Mountain-View/1387-W-Middlefield-Rd-94043/home/182086993,MLSListings,ML82027249,N,Y,37.408831,-122.084059
PAST SALE,November-16-2025,Townhouse,149 Flynn Ave,Mountain View,CA,94043,1800000,3,3.5,MOUNTAIN VIEW,1653,931,2024,,1089,524,Sold,,,https://www.redfin.com/CA/Mountain-View/149-Flynn-Ave-94043/home/176495703,MLSListings,ML82025581,N,Y,37.3988834,-122.0619057
PAST SALE,September-3-2025,Single Family Residential,945 San Ramon Ct,Mountain View,CA,94043,2350000,4,2.0,MOUNTAIN VIEW,1574,8137,1964,,1493,,Sold,,,https://www.redfin.com/CA/Mountain-View/945-San-Ramon-Ct-94043/home/614265,MLSListings,ML82018022,N,Y,37.4069464,-122.0837693
PAST SALE,November-21-2025,Townhouse,2214 Raspberry Ln,Mountain View,CA,94043,1700000,3,2.5,MOUNTAIN VIEW,1700,1029,2009,,1000,330,Sold,,,https://www.redfin.com/CA/Mountain-View/2214-Raspberry-Ln-94043/home/18582019,MLSListings,ML82026470,N,Y,37.4130959,-122.0955931
PAST SALE,November-25-2025,Townhouse,650 Tyrella Ave,Mountain View,CA,94043,1672000,4,3.5,MOUNTAIN VIEW,1674,,2018,,999,370,Sold,,,https://www.redfin.com/CA/Mountain-View/650-Tyrella-Ave-94043/home/168869765,MLSListings,ML82026593,N,Y,37.4060469,-122.0623058
PAST SALE,October-14-2025,Single Family Residential,427 Nicholas Dr,Mountain View,CA,94043,1980000,4,2.5,MOUNTAIN VIEW,1925,2790,1998,,1029,255,Sold,,,https://www.redfin.com/CA/Mountain-View/427-Nicholas-Dr-94043/home/879783,MLSListings,ML82021431,N,Y,37.3885766,-122.0592639
PAST SALE,November-10-2025,Single Family Residential,3400 Pyramid Way,Mountain View,CA,94043,2230000,4,4.0,MOUNTAIN VIEW,2161,1896,2018,,1032,180,Sold,,,https://www.redfin.com/CA/Mountain-View/3400-Pyramid-Way-94043/home/143042963,MLSListings,ML82024347,N,Y,37.3917635,-122.0566535
PAST SALE,September-16-2025,Single Family Residential,787 San Clemente Way,Mountain View,CA,94043,2389118,5,2.5,MOUNTAIN VIEW,1950,6200,1964,,1225,,Sold,,,https://www.redfin.com/CA/Mountain-View/787-San-Clemente-Way-94043/home/614684,MLSListings,ML82016369,N,Y,37.4052102,-122.0814143
PAST SALE,September-19-2025,Townhouse,171 Stockwell Dr,Mountain View,CA,94043,1470000,2,2.5,MOUNTAIN VIEW,1369,1309,2006,,1074,255,Sold,,,https://www.redfin.com/CA/Mountain-View/171-Stockwell-Dr-94043/home/2121897,MLSListings,ML82017690,N,Y,37.3915689,-122.057796
PAST SALE,September-23-2025,Townhouse,1905 Stella St,Mountain View,CA,94043,1780000,3,2.5,MOUNTAIN VIEW,1609,1171,2017,,1106,453,Sold,,,https://www.redfin.com/CA/Mountain-View/1905-Stella-St-94043/home/143042830,MLSListings,ML82018752,N,Y,37.410609,-122.0873615
PAST SALE,October-27-2025,Single Family Residential,3418 Pyramid Way,Mountain View,CA,94043,2080000,4,4.0,MOUNTAIN VIEW,1751,1425,2018,,1188,180,Sold,,,https://www.redfin.com/CA/Mountain-View/3418-Pyramid-Way-94043/home/143042971,MLSListings,ML82023695,N,Y,37.3923019,-122.0571873
PAST SALE,October-27-2025,Townhouse,847 Avery Dr,Mountain View,CA,94043,1630000,3,2.5,MOUNTAIN VIEW,1713,,2010,,952,348,Sold,,,https://www.redfin.com/CA/Mountain-View/847-Avery-Dr-94043/home/40176032,MLSListings,ML82022673,N,Y,37.416305,-122.0887938
PAST SALE,October-6-2025,Single Family Residential,1848 Peacock Ave,Mountain View,CA,94043,3550000,4,3.5,MOUNTAIN VIEW,2026,5400,2016,,1752,,Sold,,,https://www.redfin.com/CA/Mountain-View/1848-Peacock-Ave-94043/home/1422121,MLSListings,ML82022040,N,Y,37.403904,-122.087999
PAST SALE,September-12-2025,Single Family Residential,1789 Elsie Ave,Mountain View,CA,94043,2315000,3,2.0,MOUNTAIN VIEW,1331,5600,1950,,1739,,Sold,,,https://www.redfin.com/CA/Mountain-View/1789-Elsie-Ave-94043/home/1114263,MLSListings,ML82018080,N,Y,37.4046902,-122.0872395
PAST SALE,November-24-2025,Single Family Residential,2474 Alvin St,Mountain View,CA,94043,2435000,3,2.0,MOUNTAIN VIEW,1116,5000,1954,,2182,,Sold,,,https://www.redfin.com/CA/Mountain-View/2474-Alvin-St-94043/home/607540,MLSListings,ML82022557,N,Y,37.4119256,-122.0999795
PAST SALE,September-12-2025,Townhouse,119 Orbit Way,Mountain View,CA,94043,1950000,4,3.5,MOUNTAIN VIEW,1904,841,2018,,1024,341,Sold,,,https://www.redfin.com/CA/Mountain-View/119-Orbit-Way-94043/home/167201204,MLSListings,ML82018912,N,Y,37.3922359,-122.0548761
PAST SALE,October-7-2025,Townhouse,647 Alamo Ct,Mountain View,CA,94043,1290000,2,2.5,MOUNTAIN VIEW,1134,441,2020,,1138,347,Sold,,,https://www.redfin.com/CA/Mountain-View/647-Alamo-Ct-94043/home/176495830,MLSListings,ML82021240,N,Y,37.4021709,-122.0679315
PAST SALE,October-14-2025,Townhouse,198 Ada Ave,Mountain View,CA,94043,1225000,2,2.0,MOUNTAIN VIEW,992,1881,1970,,1235,575,Sold,,,https://www.redfin.com/CA/Mountain-View/198-Ada-Ave-94043/home/1494611,MLSListings,ML82023336,N,Y,37.3959694,-122.0652518
PAST SALE,October-22-2025,Single Family Residential,2440 Alvin St,Mountain View,CA,94043,2500000,4,2.0,MOUNTAIN VIEW,1320,6834,1954,,1894,,Sold,,,https://www.redfin.com/CA/Mountain-View/2440-Alvin-St-94043/home/1668752,MLSListings,ML82022509,N,Y,37.4110882,-122.0986485
PAST SALE,November-3-2025,Townhouse,420 Mountain Laurel Ct,Mountain View,CA,94043,1435000,2,2.5,MOUNTAIN VIEW,1318,1456,1988,,1089,520,Sold,,,https://www.redfin.com/CA/Mountain-View/420-Mountain-Laurel-Ct-94043/home/1748786,MLSListings,ML82023553,N,Y,37.4005988,-122.0826205
PAST SALE,November-24-2025,Townhouse,181 Ada Ave #29,Mountain View,CA,94043,1250000,2,2.5,MOUNTAIN VIEW,1206,,1986,,1036,522,Sold,,,https://www.redfin.com/CA/Mountain-View/181-Ada-Ave-94043/unit-29/home/1710618,MLSListings,ML82024916,N,Y,37.392406,-122.063912
PAST SALE,September-12-2025,Townhouse,151 Jasmine Ct,Mountain View,CA,94043,1425000,3,2.5,MOUNTAIN VIEW,1288,1072,1999,,1106,341,Sold,,,https://www.redfin.com/CA/Mountain-View/151-Jasmine-Ct-94043/home/1705057,MLSListings,ML82017886,N,Y,37.3904391,-122.0590456
