SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,,Single Family Residential,16771 Kennedy Rd,Los Gatos,CA,95032,2246500,3,2.0,,1447,11700,1947,,1553,,,,,https://www.redfin.com/CA/Los-Gatos/16771-Kennedy-Rd-95032/home/1122819,,,N,Y,37.2266481,-121.9633986
PAST SALE,,Single Family Residential,102 Lu Ray Dr,Los Gatos,CA,95032,2650000,3,2.0,,1822,11234,1962,,1454,,,,,https://www.redfin.com/CA/Los-Gatos/102-Lu-Ray-Dr-95032/home/1538451,,,N,Y,37.2367001,-121.945707
PAST SALE,November-26-2025,Townhouse,105 Callecita,Los Gatos,CA,95032,1750000,3,2.5,LOS GATOS,1639,1900,1969,,1068,969,Sold,,,https://www.redfin.com/CA/Los-Gatos/105-Callecita-95032/home/887691,MLSListings,ML82025602,N,Y,37.2616725,-121.9866553
PAST SALE,September-4-2025,Single Family Residential,15591 Loma Vista Ave,Los Gatos,CA,95032,2530000,5,2.0,LOS GATOS,1788,10920,1939,,1415,,Sold,,,https://www.redfin.com/CA/Los-Gatos/15591-Loma-Vista-Ave-95032/home/1168558,MLSListings,ML82017474,N,Y,37.2418268,-121.9509622
PAST SALE,October-20-2025,Single Family Residential,102 Belvale Dr,Los Gatos,CA,95032,3200000,4,3.0,LOS GATOS,2224,10062,1967,,1439,67,Sold,,,https://www.redfin.com/CA/Los-Gatos/102-Belvale-Dr-95032/home/1187010,MLSListings,ML82022959,N,Y,37.2323506,-121.9132036
PAST SALE,November-19-2025,Townhouse,1901 La Corona Ct,Los Gatos,CA,95032,1550000,3,2.5,Los Gatos,1953,,1979,,794,485,Sold,,,https://www.redfin.com/CA/Los-Gatos/1901-La-Corona-Ct-95032/home/1710090,MLSListings,ML82025899,N,Y,37.2650896,-121.9841675
PAST SALE,September-12-2025,Single Family Residential,120 Montclair Rd,Los Gatos,CA,95032,4350000,5,4.0,LOS GATOS,3031,9968,1961,,1435,,Sold,,,https://www.redfin.com/CA/Los-Gatos/120-Montclair-Rd-95032/home/821193,MLSListings,ML82017792,N,Y,37.254869,-121.9917771
PAST SALE,November-3-2025,Single Family Residential,17501 Wedgewood Ave,Los Gatos,CA,95032,2925000,4,4.0,LOS GATOS,3389,11475,2000,,863,,Sold,,,https://www.redfin.com/CA/Los-Gatos/17501-Wedgewood-Ave-95032/home/1214985,MLSListings,ML82025614,N,Y,37.260074,-121.9759731
PAST SALE,October-17-2025,Single Family Residential,15571 Linda Ave,Los Gatos,CA,95032,3065000,4,2.5,LOS GATOS,2031,7923,1948,,1509,,Sold,,,https://www.redfin.com/CA/Los-Gatos/15571-Linda-Ave-95032/home/909971,MLSListings,ML82020329,N,Y,37.2422203,-121.9499153
PAST SALE,October-1-2025,Single Family Residential,286 Mountain Laurel Ln,Los Gatos,CA,95032,6250000,6,5.5,LOS GATOS,4612,96083,2008,,1355,180,Sold,,,https://www.redfin.com/CA/Los-Gatos/286-Mountain-Laurel-Ln-95032/home/2122105,MLSListings,ML82018567,N,Y,37.2190912,-121.9116274
PAST SALE,October-28-2025,Single Family Residential,15811 Orange Blossom Ln,Los Gatos,CA,95032,3325000,4,3.0,LOS GATOS,1830,8000,1955,,1817,,Sold,,,https://www.redfin.com/CA/Los-Gatos/15811-Orange-Blossom-Ln-95032/home/1219998,MLSListings,ML82019840,N,Y,37.2387797,-121.9566038
PAST SALE,October-14-2025,Single Family Residential,14375 La Rinconada Dr,Los Gatos,CA,95032,3005000,4,2.5,LOS GATOS,2298,9355,1945,,1308,,Sold,,,https://www.redfin.com/CA/Los-Gatos/14375-La-Rinconada-Dr-95032/home/1345681,MLSListings,ML82012049,N,Y,37.2597891,-121.9739064
PAST SALE,September-5-2025,Townhouse,535 Pine Wood Ln,Los Gatos,CA,95032,1500000,3,2.5,LOS GATOS,1454,1602,1974,,1032,452,Sold,,,https://www.redfin.com/CA/Los-Gatos/535-Pine-Wood-Ln-95032/home/822077,MLSListings,ML82017200,N,Y,37.2647445,-121.974694
PAST SALE,September-15-2025,Single Family Residential,249 Montclair Rd,Los Gatos,CA,95032,2925000,3,2.5,LOS GATOS,1959,9375,1970,,1493,,Sold,,,https://www.redfin.com/CA/Los-Gatos/249-Montclair-Rd-95032/home/734153,MLSListings,ML82013703,N,Y,37.252831,-121.9891167
PAST SALE,November-21-2025,Single Family Residential,16281 Camino Del Sol,Los Gatos,CA,95032,2105000,2,1.0,LOS GATOS,1292,7700,1949,,1629,,Sold,,,https://www.redfin.com/CA/Los-Gatos/16281-Camino-del-Sol-95032/home/793388,MLSListings,ML82026654,N,Y,37.249175,-121.954806
PAST SALE,September-17-2025,Single Family Residential,122 Belvale Dr,Los Gatos,CA,95032,3205000,4,2.5,LOS GATOS,2323,10179,1967,,1380,67,Sold,,,https://www.redfin.com/CA/Los-Gatos/122-Belvale-Dr-95032/home/913292,MLSListings,ML82018426,N,Y,37.2324623,-121.9146787
PAST SALE,November-21-2025,Single Family Residential,16100 Jasmine Way,Los Gatos,CA,95032,4405000,6,5.0,LOS GATOS,3195,8736,2005,,1379,,Sold,,,https://www.redfin.com/CA/Los-Gatos/16100-Jasmine-Way-95032/home/787825,MLSListings,ML82025428,N,Y,37.2383025,-121.9510521
