SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,November-7-2025,Single Family Residential,253 Kings Rd,Brisbane,CA,94005,1650000,4,3.5,Brisbane,1900,5288,1968,,868,,Sold,,,https://www.redfin.com/CA/Brisbane/253-Kings-Rd-94005/home/1950332,San Francisco MLS,425075695,N,Y,37.6794176,-122.4058488
PAST SALE,November-10-2025,Townhouse,121 Cliff Swallow Ct,Brisbane,CA,94005,1010000,2,2.0,BRISBANE,1413,,1999,,715,855,Sold,,,https://www.redfin.com/CA/Brisbane/121-Cliff-Swallow-Ct-94005/home/1000751,MLSListings,ML82025168,N,Y,37.691423,-122.407678
PAST SALE,October-24-2025,Single Family Residential,39 Lupine Valley Ct,Brisbane,CA,94005,2088000,5,3.0,BRISBANE,3070,8759,2004,,680,303,Sold,,,https://www.redfin.com/CA/Brisbane/39-Lupine-Valley-Ct-94005/home/1467017,MLSListings,ML82019724,N,Y,37.6947928,-122.4188499
PAST SALE,November-26-2025,Townhouse,133 Cliff Swallow Ct,Brisbane,CA,94005,1200000,3,2.5,BRISBANE,2363,98504,1999,,508,855,Sold,,,https://www.redfin.com/CA/Brisbane/133-Cliff-Swallow-Ct-94005/home/199203485,MLSListings,ML82025233,N,Y,37.6918093,-122.407662
PAST SALE,October-10-2025,Single Family Residential,485 San Bruno Ave,Brisbane,CA,94005,1150000,2,1.0,Brisbane,1030,3013,1946,,1117,,Sold,,,https://www.redfin.com/CA/Brisbane/485-San-Bruno-Ave-94005/home/568983,MLSListings,ML82015203,N,Y,37.6817663,-122.3995037
PAST SALE,November-26-2025,Single Family Residential,121 Kings Rd,Brisbane,CA,94005,1200000,3,2.5,Brisbane,1730,3754,1961,,694,,Sold,,,https://www.redfin.com/CA/Brisbane/121-Kings-Rd-94005/home/1812834,San Francisco MLS,425083688,N,Y,37.6798444,-122.4075686
PAST SALE,September-16-2025,Condo/Co-op,613 Swallowtail Ct,Brisbane,CA,94005,873000,3,2.0,BRISBANE,1550,,2000,,563,831,Sold,,,https://www.redfin.com/CA/Brisbane/613-Swallowtail-Ct-94005/home/1588739,MLSListings,ML82018084,N,Y,37.693087,-122.419344
PAST SALE,November-17-2025,Townhouse,111 Cliff Swallow Ct,Brisbane,CA,94005,1225000,3,2.5,BRISBANE,2273,,1999,,539,855,Sold,,,https://www.redfin.com/CA/Brisbane/111-Cliff-Swallow-Ct-94005/home/1000717,MLSListings,ML82020168,N,Y,37.6913388,-122.4081723
PAST SALE,November-6-2025,Condo/Co-op,124 Elfin Ct,Brisbane,CA,94005,807000,2,2.0,Brisbane,1242,39679,1999,,650,831,Sold,,,https://www.redfin.com/CA/Brisbane/124-Elfin-Ct-94005/home/1602618,San Francisco MLS,425065427,N,Y,37.694408,-122.420238
PAST SALE,September-16-2025,Single Family Residential,154 San Benito Rd,Brisbane,CA,94005,625000,1,1.0,BRISBANE,490,2161,1941,,1276,,Sold,,,https://www.redfin.com/CA/Brisbane/154-San-Benito-Rd-94005/home/569209,MLSListings,ML82009296,N,Y,37.6800661,-122.4034327
PAST SALE,November-3-2025,Townhouse,165 Golden Eagle Ln,Brisbane,CA,94005,1530000,4,2.5,BRISBANE,2718,,2000,,563,855,Sold,,,https://www.redfin.com/CA/Brisbane/165-Golden-Eagle-Ln-94005/home/1721894,MLSListings,ML82005929,N,Y,37.6925102,-122.4088202
PAST SALE,November-17-2025,Single Family Residential,276 San Benito Rd,Brisbane,CA,94005,1128000,3,1.5,BRISBANE,1484,1903,2001,,760,,Sold,,,https://www.redfin.com/CA/Brisbane/276-San-Benito-Rd-94005/home/569626,MLSListings,ML82008009,N,Y,37.6795542,-122.39997
PAST SALE,November-12-2025,Condo/Co-op,733 Swallowtail Ct,Brisbane,CA,94005,859000,3,2.0,BRISBANE,1550,,2000,,554,831,Sold,,,https://www.redfin.com/CA/Brisbane/733-Swallowtail-Ct-94005/home/1421108,MLSListings,ML81997620,N,Y,37.693441,-122.41979
