SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,September-8-2025,Single Family Residential,1181 Alabama St,San Francisco,CA,94110,820000,1,1.0,SF District 9,,527,1900,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/1181-Alabama-St-94110/home/1613595,San Francisco MLS,425064231,N,Y,37.7530425,-122.4108667
PAST SALE,,Single Family Residential,150 Kingston St Unit A,San Francisco,CA,94110,1145000,2,1.0,,672,1855,1915,,1704,,,,,https://www.redfin.com/CA/San-Francisco/150-Kingston-St-94110/unit-A/home/1679888,,,N,Y,37.7412815,-122.421718
PAST SALE,September-26-2025,Single Family Residential,201 Prentiss St,San Francisco,CA,94110,1340000,2,1.0,SF District 9,1150,1750,1951,,1165,,Sold,,,https://www.redfin.com/CA/San-Francisco/201-Prentiss-St-94110/home/1036259,BAREIS,425064551,N,Y,37.7401464,-122.4119618
PAST SALE,November-4-2025,Single Family Residential,2914 Folsom St,San Francisco,CA,94110,2625000,4,3.0,SF District 9,2189,2874,1900,,1199,,Sold,,,https://www.redfin.com/CA/San-Francisco/2914-Folsom-St-94110/home/1760440,San Francisco MLS,425077923,N,Y,37.7505948,-122.4141963
PAST SALE,,Single Family Residential,136 Winfield St,San Francisco,CA,94110,1130000,4,1.0,,1235,1750,1898,,915,,,,,https://www.redfin.com/CA/San-Francisco/136-Winfield-St-94110/home/1005561,,,N,Y,37.7428705,-122.4185829
PAST SALE,September-26-2025,Single Family Residential,309 Rutledge St,San Francisco,CA,94110,750000,0,1.0,BERNAL HEIGHTS,1050,1873,1900,,714,,Sold,,,https://www.redfin.com/CA/San-Francisco/309-Rutledge-St-94110/home/1149603,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41112962,N,Y,37.7448821,-122.4092993
PAST SALE,November-14-2025,Single Family Residential,314 Park St,San Francisco,CA,94110,1450000,2,2.0,SF District 9,1600,2495,1921,,906,,Sold,,,https://www.redfin.com/CA/San-Francisco/314-Park-St-94110/home/764367,San Francisco MLS,425077885,N,Y,37.7362904,-122.4189638
PAST SALE,October-30-2025,Single Family Residential,949 Hampshire St,San Francisco,CA,94110,3000000,6,4.0,SF District 9,2795,2495,1900,,1073,,Sold,,,https://www.redfin.com/CA/San-Francisco/949-Hampshire-St-94110/home/733066,BAREIS,425074814,N,Y,37.7569364,-122.4074772
PAST SALE,September-29-2025,Single Family Residential,207 Montcalm St,San Francisco,CA,94110,3050000,4,3.5,SF District 9,,1751,1989,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/207-Montcalm-St-94110/home/757749,San Francisco MLS,425052219,N,Y,37.7458033,-122.4080202
PAST SALE,November-3-2025,Single Family Residential,456 Nevada St,San Francisco,CA,94110,1600000,2,2.0,SF District 9,,1751,1955,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/456-Nevada-St-94110/home/2027969,San Francisco MLS,425079850,N,Y,37.7362464,-122.4118644
PAST SALE,October-30-2025,Single Family Residential,1177 Guerrero St,San Francisco,CA,94110,4350000,4,3.5,SF District 5,2865,2700,1875,,1518,,Sold,,,https://www.redfin.com/CA/San-Francisco/1177-Guerrero-St-94110/home/1742284,San Francisco MLS,425076442,N,Y,37.7523758,-122.4226602
PAST SALE,October-6-2025,Single Family Residential,479 Gates St,San Francisco,CA,94110,1137000,2,1.0,SF District 9,1004,1751,1900,,1132,,Sold,,,https://www.redfin.com/CA/San-Francisco/479-Gates-St-94110/home/762257,San Francisco MLS,425067069,N,Y,37.7373558,-122.4139324
PAST SALE,October-22-2025,Single Family Residential,129 Ellert St Unit 1/2,San Francisco,CA,94110,726000,1,1.0,SF District 9,,2809,1910,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/129-Ellert-St-94110/unit-1-2/home/198438076,San Francisco MLS,425078645,N,Y,37.7385738,-122.4170738
PAST SALE,September-15-2025,Single Family Residential,75-77 Peralta Ave,San Francisco,CA,94110,1800000,3,2.5,SF District 9,1450,2752,1900,,1241,,Sold,,,https://www.redfin.com/CA/San-Francisco/75-77-Peralta-Ave-94110/home/859444,San Francisco MLS,425062578,N,Y,37.7475738,-122.406486
PAST SALE,September-22-2025,Single Family Residential,150 Andover St,San Francisco,CA,94110,2160000,3,2.0,SF District 9,1544,1751,1906,,1399,,Sold,,,https://www.redfin.com/CA/San-Francisco/150-Andover-St-94110/home/2014417,San Francisco MLS,425070804,N,Y,37.7410212,-122.4165496
PAST SALE,September-24-2025,Single Family Residential,1269 Hampshire St,San Francisco,CA,94110,2020000,3,2.0,SF District 9,1530,2495,1931,,1320,,Sold,,,https://www.redfin.com/CA/San-Francisco/1269-Hampshire-St-94110/home/1933768,San Francisco MLS,425070407,N,Y,37.7518698,-122.4070016
