SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,,Single Family Residential,278 29th Ave,San Francisco,CA,94121,3137500,,2.0,,2760,3794,1920,,1137,,,,,https://www.redfin.com/CA/San-Francisco/278-29th-Ave-94121/home/1000647,,,N,Y,37.7841277,-122.4890685
PAST SALE,October-10-2025,Single Family Residential,669 44th Ave,San Francisco,CA,94121,3600000,3,3.0,SF District 1,,3001,1918,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/669-44th-Ave-94121/home/1979858,San Francisco MLS,425075757,N,Y,37.7759932,-122.5051105
PAST SALE,November-19-2025,Single Family Residential,727 33rd Ave,San Francisco,CA,94121,1600000,3,1.5,SAN FRANCISCO,1600,3000,1924,,1000,,Sold,,,https://www.redfin.com/CA/San-Francisco/727-33rd-Ave-94121/home/1959603,MLSListings,ML82026491,N,Y,37.7753515,-122.4932582
PAST SALE,November-20-2025,Single Family Residential,368 17th Ave,San Francisco,CA,94121,4200000,4,3.5,SF District 1,,2996,1910,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/368-17th-Ave-94121/home/1218372,San Francisco MLS,425085740,N,Y,37.7811876,-122.4759901
PAST SALE,November-19-2025,Single Family Residential,519 47th Ave,San Francisco,CA,94121,2550000,3,2.0,SF District 1,1800,3001,1931,,1417,,Sold,,,https://www.redfin.com/CA/San-Francisco/519-47th-Ave-94121/home/2018552,San Francisco MLS,425083592,N,Y,37.7785364,-122.5085214
PAST SALE,October-10-2025,Single Family Residential,785 39th Ave,San Francisco,CA,94121,2300000,4,3.0,SAN FRANCISCO,1900,2375,1927,,1211,,Sold,,,https://www.redfin.com/CA/San-Francisco/785-39th-Ave-94121/home/1979785,MLSListings,ML82020018,N,Y,37.7740171,-122.4995968
PAST SALE,November-12-2025,Single Family Residential,615 42nd Ave,San Francisco,CA,94121,2400000,3,3.0,SF District 1,2170,3598,1923,,1106,,Sold,,,https://www.redfin.com/CA/San-Francisco/615-42nd-Ave-94121/home/1677205,San Francisco MLS,425058950,N,Y,37.7769359,-122.5030447
PAST SALE,November-4-2025,Single Family Residential,622 44th Ave,San Francisco,CA,94121,1765000,2,2.5,SF District 1,1295,3963,1922,,1363,,Sold,,,https://www.redfin.com/CA/San-Francisco/622-44th-Ave-94121/home/621043,San Francisco MLS,425066347,N,Y,37.7767515,-122.5047001
PAST SALE,September-19-2025,Single Family Residential,2144 Lake St,San Francisco,CA,94121,6700000,5,3.5,SF District 1,3715,3720,1914,,1803,,Sold,,,https://www.redfin.com/CA/San-Francisco/2144-Lake-St-94121/home/1460864,San Francisco MLS,425061308,N,Y,37.7861157,-122.482711
