SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,September-22-2025,Single Family Residential,321 Magellan Ave,Half Moon Bay,CA,94019,2620000,4,3.5,Half Moon Bay,3900,10000,1996,,672,,Sold,,,https://www.redfin.com/CA/Half-Moon-Bay/321-Magellan-Ave-94019/home/777714,MLSListings,ML82021607,N,Y,37.498329,-122.4599597
PAST SALE,October-13-2025,Single Family Residential,728 Le Mans Way,Half Moon Bay,CA,94019,1350000,4,3.0,HALF MOON BAY,2430,8062,1973,,556,,Sold,,,https://www.redfin.com/CA/Half-Moon-Bay/728-Le-Mans-Way-94019/home/1979411,MLSListings,ML82024670,N,Y,37.4857486,-122.4408065
PAST SALE,October-14-2025,Townhouse,10 Patrick Way,Half Moon Bay,CA,94019,895000,2,2.5,HALF MOON BAY,1320,984,1991,,678,762,Sold,,,https://www.redfin.com/CA/Half-Moon-Bay/10-Patrick-Way-94019/home/1488238,MLSListings,ML82024829,N,Y,37.467308,-122.428084
PAST SALE,September-23-2025,Single Family Residential,423 Casa Del Mar Dr,Half Moon Bay,CA,94019,1425000,4,2.0,Half Moon Bay,1640,6506,1970,,869,,Sold,,,https://www.redfin.com/CA/Half-Moon-Bay/423-Casa-del-Mar-Dr-94019/home/779702,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41108970,N,Y,37.4770151,-122.4427418
PAST SALE,September-18-2025,Single Family Residential,523 San Benito St,Half Moon Bay,CA,94019,1700000,2,2.5,HALF MOON BAY,1470,7500,1925,,1156,,Sold,,,https://www.redfin.com/CA/Half-Moon-Bay/523-San-Benito-St-94019/home/2017078,MLSListings,ML82019617,N,Y,37.4626058,-122.4272046
PAST SALE,September-18-2025,Single Family Residential,6 Bayhill Pl,Half Moon Bay,CA,94019,1750000,3,3.0,HALF MOON BAY,1750,1701,1984,,1000,656,Sold,,,https://www.redfin.com/CA/Half-Moon-Bay/6-Bayhill-Pl-94019/home/2058184,MLSListings,ML82020280,N,Y,37.436862,-122.430738
PAST SALE,October-15-2025,Single Family Residential,225 Eagle Trace Dr,Half Moon Bay,CA,94019,2070000,5,3.0,HALF MOON BAY,3270,7153,1990,,633,186,Sold,,,https://www.redfin.com/CA/Half-Moon-Bay/225-Eagle-Trace-Dr-94019/home/2047770,MLSListings,ML82023125,N,Y,37.4351336,-122.4284777
PAST SALE,November-13-2025,Single Family Residential,213 Miramontes Ave,Half Moon Bay,CA,94019,2050000,4,2.5,HALF MOON BAY,2194,7500,1989,,934,,Sold,,,https://www.redfin.com/CA/Half-Moon-Bay/213-Miramontes-Ave-94019/home/823986,MLSListings,ML82024575,N,Y,37.4640038,-122.441339
PAST SALE,September-15-2025,Mobile/Manufactured Home,10 Sunset Ter #10,Half Moon Bay,CA,94019,475000,2,2.0,HALF MOON BAY,1392,,2001,,341,,Sold,,,https://www.redfin.com/CA/Half-Moon-Bay/10-Sunset-Ter-94019/unit-10/home/39887813,MLSListings,ML82017259,N,Y,37.429499,-122.4332437
PAST SALE,October-2-2025,Single Family Residential,115 Del Monte Rd,El Granada,CA,94018,2000000,3,3.5,EL GRANADA,2668,6928,1974,,750,,Sold,,,https://www.redfin.com/CA/El-Granada/115-Del-Monte-Rd-94018/home/1423845,MLSListings,ML82019688,N,Y,37.5080092,-122.4665565
PAST SALE,November-18-2025,Single Family Residential,420 Valdez Ave,Half Moon Bay,CA,94019,1800000,4,3.0,HALF MOON BAY,2400,5604,1989,,750,,Sold,,,https://www.redfin.com/CA/Half-Moon-Bay/420-Valdez-Ave-94019/home/1416626,MLSListings,ML82026384,N,Y,37.4612561,-122.4378156
