SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,October-21-2025,Single Family Residential,2720 Fordham St,East Palo Alto,CA,94303,1000000,3,1.0,ASHWOOD,1010,6000,1953,,990,,Sold,,,https://www.redfin.com/CA/East-Palo-Alto/2720-Fordham-St-94303/home/1037918,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41114704,N,Y,37.4785169,-122.1364636
PAST SALE,October-30-2025,Single Family Residential,1730 Guinda St,Palo Alto,CA,94303,4500000,3,3.0,PALO ALTO,2030,7150,1938,,2217,,Sold,,,https://www.redfin.com/CA/Palo-Alto/1730-Guinda-St-94303/home/1244874,MLSListings,ML82026334,N,Y,37.4422125,-122.1404304
PAST SALE,,Single Family Residential,3750 Ross Rd,Palo Alto,CA,94303,3000000,2,1.0,,996,10540,1939,,3012,,,,,https://www.redfin.com/CA/Palo-Alto/3750-Ross-Rd-94303/home/1276660,,,N,Y,37.4253792,-122.110819
PAST SALE,November-10-2025,Single Family Residential,579 Jackson Dr,Palo Alto,CA,94303,3750000,3,2.0,PALO ALTO,1387,6525,1950,,2704,,Sold,,,https://www.redfin.com/CA/Palo-Alto/579-Jackson-Dr-94303/home/1146590,MLSListings,ML82025884,N,Y,37.4506437,-122.132465
PAST SALE,,Single Family Residential,431 Wisteria Dr,East Palo Alto,CA,94303,1200000,3,1.0,,1110,5000,1951,,1081,,,,,https://www.redfin.com/CA/East-Palo-Alto/431-Wisteria-Dr-94303/home/1609450,,,N,Y,37.4621031,-122.1286275
PAST SALE,September-19-2025,Single Family Residential,2082 Channing Ave,Palo Alto,CA,94303,3450000,4,3.5,PALO ALTO,2779,3379,2015,,1241,,Sold,,,https://www.redfin.com/CA/Palo-Alto/2082-Channing-Ave-94303/home/102285830,MLSListings,ML82018333,N,Y,37.4485232,-122.1253265
PAST SALE,October-31-2025,Single Family Residential,3113 Greer Rd,Palo Alto,CA,94303,3800000,4,3.0,DOWNTOWN,1635,6000,1952,,2324,,Sold,,,https://www.redfin.com/CA/Palo-Alto/3113-Greer-Rd-94303/home/1412613,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41113150,N,Y,37.4371388,-122.116251
PAST SALE,October-3-2025,Single Family Residential,50 Jordan Pl,Palo Alto,CA,94303,5000000,4,2.0,PALO ALTO,1802,8400,1950,,2775,,Sold,,,https://www.redfin.com/CA/Palo-Alto/50-Jordan-Pl-94303/home/1587667,MLSListings,ML82020994,N,Y,37.4462845,-122.1363453
PAST SALE,November-14-2025,Single Family Residential,970 Blair Ct,Palo Alto,CA,94303,4528888,5,3.0,PALO ALTO,2316,12789,1955,,1955,,Sold,,,https://www.redfin.com/CA/Palo-Alto/970-Blair-Ct-94303/home/892041,MLSListings,ML82026648,N,Y,37.4428075,-122.1273687
