SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,,Multi-Family (5+ Unit),1754 Larkin St #1,San Francisco,CA,94109,840000,,6.0,,5166,2063,1910,,163,,,,,https://www.redfin.com/CA/San-Francisco/1754-Larkin-St-94109/unit-1/home/1400727,,,N,Y,37.7942035,-122.4195309
PAST SALE,,Multi-Family (2-4 Unit),1941 Jackson St,San Francisco,CA,94109,1640000,4,3.0,,2981,2535,1912,,550,,,,,https://www.redfin.com/CA/San-Francisco/1941-Jackson-St-94109/home/1787636,,,N,Y,37.7930518,-122.4271043
PAST SALE,September-10-2025,Single Family Residential,1941-1943 Jackson St,San Francisco,CA,94109,1640000,4,3.0,SF District 7,2981,2535,1912,,550,,Sold,,,https://www.redfin.com/CA/San-Francisco/1943-Jackson-St-94109/home/194782394,San Francisco MLS,425073002,N,Y,37.7931985,-122.4270851
PAST SALE,,Multi-Family (2-4 Unit),1744 Larkin St #1740,San Francisco,CA,94109,1350000,,3.0,,5160,2060,1909,,262,,,,,https://www.redfin.com/CA/San-Francisco/1744-Larkin-St-94109/unit-1740/home/1754788,,,N,Y,37.7940761,-122.4194988
PAST SALE,October-2-2025,Single Family Residential,1994 Jackson St,San Francisco,CA,94109,9395000,4,6.5,SF District 7,5490,2640,1941,,1711,,Sold,,,https://www.redfin.com/CA/San-Francisco/1994-Jackson-St-94109/home/1936490,San Francisco MLS,425071849,N,Y,37.7935413,-122.4277797
PAST SALE,October-8-2025,Single Family Residential,929 Bay St,San Francisco,CA,94109,2100000,3,3.0,SF District 8,1961,3131,1924,,1071,,Sold,,,https://www.redfin.com/CA/San-Francisco/929-Bay-St-94109/home/1650317,San Francisco MLS,425072976,N,Y,37.8043721,-122.4223706
PAST SALE,September-2-2025,Single Family Residential,1 Mccormick St,San Francisco,CA,94109,4400000,4,5.0,SF District 8,3170,1805,2018,,1388,,Sold,,,https://www.redfin.com/CA/San-Francisco/1-McCormick-St-94109/home/1626131,San Francisco MLS,425063165,N,Y,37.7949328,-122.419185
PAST SALE,September-5-2025,Single Family Residential,1483 Sutter St #517,San Francisco,CA,94109,830000,2,2.0,SAN FRANCISCO,1024,48636,1993,,811,1100,Sold,,,https://www.redfin.com/CA/San-Francisco/1483-Sutter-St-94109/unit-517/home/1236205,MLSListings,ML82018546,N,Y,37.7869829,-122.4241926
PAST SALE,November-13-2025,Single Family Residential,50 Montclair Ter,San Francisco,CA,94109,4225000,3,2.5,SF District 8,,2356,1951,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/50-Montclair-Ter-94109/home/544203,San Francisco MLS,425083922,N,Y,37.8028054,-122.4188753
PAST SALE,October-22-2025,Single Family Residential,1396 Pacific Ave,San Francisco,CA,94123,1826000,3,2.0,SF District 8,,1197,1909,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/1396-Pacific-Ave-94109/home/196337858,San Francisco MLS,425073566,N,Y,37.7956294,-122.4181835
PAST SALE,September-30-2025,Single Family Residential,1725 Hyde St #6,San Francisco,CA,94109,1100000,2,2.0,SF District 8,925,2739,1911,,1189,497,Sold,,,https://www.redfin.com/CA/San-Francisco/1725-Hyde-St-94109/unit-6/home/187348549,San Francisco MLS,425054740,N,Y,37.7967671,-122.4187868
PAST SALE,September-29-2025,Single Family Residential,1653 Washington St,San Francisco,CA,94109,1650000,3,2.0,SF District 8,1493,5105,1908,,1105,421,Sold,,,https://www.redfin.com/CA/San-Francisco/1653-Washington-St-94109/home/22117565,San Francisco MLS,425067584,N,Y,37.7931758,-122.4204786
PAST SALE,November-14-2025,Single Family Residential,1865 Pine St,San Francisco,CA,94109,2400000,3,2.5,SF District 6,1695,1071,1888,,1416,,Sold,,,https://www.redfin.com/CA/San-Francisco/1865-Pine-St-94109/home/1418986,San Francisco MLS,425078094,N,Y,37.7887037,-122.4265359
PAST SALE,November-19-2025,Single Family Residential,44 Lynch St,San Francisco,CA,94109,1408888,2,1.0,SF District 8,1044,1498,1928,,1350,,Sold,,,https://www.redfin.com/CA/San-Francisco/44-Lynch-St-94109/home/1831210,San Francisco MLS,425081177,N,Y,37.7959381,-122.417465
PAST SALE,October-24-2025,Single Family Residential,2841 Larkin St,San Francisco,CA,94019,3249000,4,3.5,SF District 8,2630,2304,1925,,1235,,Sold,,,https://www.redfin.com/CA/San-Francisco/2841-Larkin-St-94109/home/559029,San Francisco MLS,425065727,N,Y,37.8041953,-122.4220061
PAST SALE,,Multi-Family (5+ Unit),1653 Washington St,San Francisco,CA,94109,1650000,,7.0,,9780,5105,1908,,169,,,,,https://www.redfin.com/CA/San-Francisco/1653-Washington-St-94109/home/567754,,,N,Y,37.7931758,-122.4204786
PAST SALE,October-28-2025,Single Family Residential,1250 Vallejo St #9,San Francisco,CA,94109,567000,1,1.0,SF District 8,559,6011,1918,,1014,535,Sold,,,https://www.redfin.com/CA/San-Francisco/1250-Vallejo-St-94109/unit-9/home/196048594,San Francisco MLS,425069863,N,Y,37.7977799,-122.4180347
PAST SALE,November-17-2025,Single Family Residential,1043 Francisco St,San Francisco,CA,94109,8000000,4,4.5,SF District 8,4560,4726,1952,,1754,,Sold,,,https://www.redfin.com/CA/San-Francisco/1043-Francisco-St-94109/home/195307791,San Francisco MLS,425075976,N,Y,37.8033584,-122.4223996
PAST SALE,November-6-2025,Single Family Residential,1754 Larkin St #5,San Francisco,CA,94109,840000,1,1.0,SF District 8,715,2064,1910,,1175,300,Sold,,,https://www.redfin.com/CA/San-Francisco/1754-Larkin-St-94109/unit-5/home/11892981,San Francisco MLS,425068173,N,Y,37.794201,-122.419456
PAST SALE,November-6-2025,Single Family Residential,1250 Vallejo St #7,San Francisco,CA,94109,540000,1,1.0,SF District 8,559,6011,1918,,966,534,Sold,,,https://www.redfin.com/CA/San-Francisco/1250-Vallejo-St-94109/unit-7/home/182307704,San Francisco MLS,425076422,N,Y,37.7978428,-122.4180082
PAST SALE,November-26-2025,Single Family Residential,1514 Washington St,San Francisco,CA,94109,1180000,3,2.0,SF District 8,1405,3084,1908,,840,,Sold,,,https://www.redfin.com/CA/San-Francisco/1514-Washington-St-94109/home/198677073,San Francisco MLS,425081542,N,Y,37.7937465,-122.4182658
PAST SALE,,Multi-Family (5+ Unit),1725 Hyde St #6,San Francisco,CA,94109,1100000,13,13.0,,7746,2739,1911,,142,,,,,https://www.redfin.com/CA/San-Francisco/1725-Hyde-St-94109/unit-6/home/1433640,,,N,Y,37.7967472,-122.4187922
PAST SALE,,Multi-Family (2-4 Unit),1217 Vallejo St,San Francisco,CA,94109,2050000,,2.0,,2792,2339,1908,,734,,,,,https://www.redfin.com/CA/San-Francisco/1217-Vallejo-St-94109/home/2035548,,,N,Y,37.7972975,-122.4173541
PAST SALE,September-17-2025,Single Family Residential,3 Mccormick St,San Francisco,CA,94109,1575000,2,2.0,SF District 8,1496,1365,1911,,1053,,Sold,,,https://www.redfin.com/CA/San-Francisco/3-McCormick-St-94109/home/1987917,San Francisco MLS,425003570,N,Y,37.7949962,-122.4191979
