SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,November-26-2025,Single Family Residential,534 Flannery St,Santa Clara,CA,95051,2000000,4,2.0,SANTA CLARA,1687,7475,1963,,1186,,Sold,,,https://www.redfin.com/CA/Santa-Clara/534-Flannery-St-95051/home/737227,MLSListings,ML82028284,N,Y,37.3319517,-121.983213
PAST SALE,,Condo/Co-op,2621 S Park Ln,Santa Clara,CA,95051,990000,2,2.0,,1092,,1973,,907,,,,,https://www.redfin.com/CA/Santa-Clara/2621-S-Park-Ln-95051/home/674788,,,N,Y,37.3682346,-121.9720056
PAST SALE,,Single Family Residential,3710 Benton St,Santa Clara,CA,95051,2201000,4,2.0,,1568,6758,1961,,1404,,,,,https://www.redfin.com/CA/Santa-Clara/3710-Benton-St-95051/home/954185,,,N,Y,37.3446697,-121.9984376
PAST SALE,September-24-2025,Single Family Residential,2806 Ruth Ct,Santa Clara,CA,95051,1899000,3,2.0,SANTA CLARA,1145,5406,1956,,1659,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2806-Ruth-Ct-95051/home/1082810,MLSListings,ML82022725,N,Y,37.3346421,-121.9748379
PAST SALE,September-10-2025,Single Family Residential,3350 Victoria Ave,Santa Clara,CA,95051,2520000,3,3.0,Santa Clara,1580,5733,1954,,1595,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3350-Victoria-Ave-95051/home/1175133,MLSListings,ML82015320,N,Y,37.3566862,-121.9874583
PAST SALE,,Single Family Residential,2611 Monticello Way,Santa Clara,CA,95051,1561000,3,2.0,,1095,6300,1960,,1426,,,,,https://www.redfin.com/CA/Santa-Clara/2611-Monticello-Way-95051/home/1542894,,,N,Y,37.3691573,-121.9901647
PAST SALE,,Single Family Residential,3760 Benton St,Santa Clara,CA,95051,3080000,4,3.0,,2701,4100,1993,,1140,,,,,https://www.redfin.com/CA/Santa-Clara/3760-Benton-St-95051/home/1164475,,,N,Y,37.3425907,-121.9995514
PAST SALE,October-6-2025,Single Family Residential,3101 Humbolt Ave,Santa Clara,CA,95051,1850000,4,1.0,SANTA CLARA,1024,9370,1951,,1807,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3101-Humbolt-Ave-95051/home/1751527,MLSListings,ML82022203,N,Y,37.3476339,-121.9822816
PAST SALE,September-19-2025,Single Family Residential,739 Pritchard Ct,Santa Clara,CA,95051,2340000,4,2.5,SANTA CLARA,1779,5247,1955,,1315,,Sold,,,https://www.redfin.com/CA/Santa-Clara/739-Pritchard-Ct-95051/home/1751632,MLSListings,ML82019300,N,Y,37.3370511,-121.9745024
PAST SALE,October-8-2025,Single Family Residential,3456 Bonita Ave,Santa Clara,CA,95051,2270000,3,2.0,SANTA CLARA,1608,5508,1956,,1412,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3456-Bonita-Ave-95051/home/1415001,MLSListings,ML82021398,N,Y,37.3604419,-121.9922555
PAST SALE,November-4-2025,Single Family Residential,82 Woodhams Rd,Santa Clara,CA,95051,1800000,3,2.0,SANTA CLARA,1240,5000,1954,,1452,,Sold,,,https://www.redfin.com/CA/Santa-Clara/82-Woodhams-Rd-95051/home/1775263,MLSListings,ML82024417,N,Y,37.3246537,-121.9830391
PAST SALE,November-26-2025,Townhouse,2971 Salem Dr,Santa Clara,CA,95051,1465000,3,2.5,SANTA CLARA,1630,,1974,,899,335,Sold,,,https://www.redfin.com/CA/Santa-Clara/2971-Salem-Dr-95051/home/1643182,MLSListings,ML82025876,N,Y,37.336882,-121.980668
PAST SALE,October-14-2025,Single Family Residential,3443 Fowler Ave,Santa Clara,CA,95051,1958000,3,2.0,SANTA CLARA,1444,5000,1954,,1356,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3443-Fowler-Ave-95051/home/1097024,MLSListings,ML82020319,N,Y,37.3557266,-121.9894601
PAST SALE,October-29-2025,Townhouse,2468 Poett Ln,Santa Clara,CA,95051,1350000,3,2.5,SANTA CLARA,1311,1656,1972,,1030,400,Sold,,,https://www.redfin.com/CA/Santa-Clara/2468-Poett-Ln-95051/home/674311,MLSListings,ML82023417,N,Y,37.3655629,-121.9710109
PAST SALE,September-30-2025,Single Family Residential,3392 Geneva Dr,Santa Clara,CA,95051,2963000,3,2.0,SANTA CLARA,1420,5525,1957,,2087,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3392-Geneva-Dr-95051/home/745497,MLSListings,ML82021198,N,Y,37.3295005,-121.9915278
PAST SALE,September-25-2025,Single Family Residential,2992 Humbolt Ave,Santa Clara,CA,95051,1860000,3,1.0,SANTA CLARA,1518,9694,1951,,1225,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2992-Humbolt-Ave-95051/home/1096063,MLSListings,ML82017038,N,Y,37.3472069,-121.9802804
