SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,,Multi-Family (5+ Unit),2735 Clay St #1,San Francisco,CA,94115,530000,5,8.0,,4500,3642,1911,,118,,,,,https://www.redfin.com/CA/San-Francisco/2735-Clay-St-94115/unit-1/home/979492,,,N,Y,37.7900382,-122.4380531
PAST SALE,,Single Family Residential,43 Presidio Ave,San Francisco,CA,94115,4500000,,3.0,,4800,3600,1909,,938,,,,,https://www.redfin.com/CA/San-Francisco/43-Presidio-Ave-94115/home/585040,,,N,Y,37.7911958,-122.447896
PAST SALE,,Single Family Residential,2500 Pacific Ave,San Francisco,CA,94115,9500000,3,3.0,,4190,4389,1923,,2267,,,,,https://www.redfin.com/CA/San-Francisco/2500-Pacific-Ave-94115/home/1947057,,,N,Y,37.7933464,-122.4366174
PAST SALE,October-20-2025,Single Family Residential,84 Fortuna Ave,San Francisco,CA,94115,2775000,4,3.0,SF District 6,2560,3615,1947,,1084,,Sold,,,https://www.redfin.com/CA/San-Francisco/84-Fortuna-Ave-94115/home/1643347,San Francisco MLS,425073011,N,Y,37.781229,-122.4426885
PAST SALE,September-22-2025,Single Family Residential,80 Wilmot St,San Francisco,CA,94115,4400000,3,2.5,SF District 6,2875,1500,1994,,1530,,Sold,,,https://www.redfin.com/CA/San-Francisco/80-Wilmot-St-94115/home/1079007,BAREIS,425066485,N,Y,37.7876392,-122.4331641
PAST SALE,October-22-2025,Single Family Residential,2033 Broderick St,San Francisco,CA,94115,2600000,2,2.0,SF District 7,,3776,1879,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/2033-Broderick-St-94115/home/1826036,San Francisco MLS,425075607,N,Y,37.7892262,-122.4427272
PAST SALE,September-10-2025,Single Family Residential,2207 Broderick St,San Francisco,CA,94115,2700000,2,1.5,SF District 7,1180,2186,1900,,2288,,Sold,,,https://www.redfin.com/CA/San-Francisco/2207-Broderick-St-94115/home/1852901,San Francisco MLS,425062907,N,Y,37.7908546,-122.4429917
PAST SALE,October-27-2025,Single Family Residential,2735 Clay St #1,San Francisco,CA,94115,530000,0,1.0,SF District 7,445,3642,1911,,1191,179,Sold,,,https://www.redfin.com/CA/San-Francisco/2735-Clay-St-94115/unit-1/home/177509525,San Francisco MLS,425076841,N,Y,37.7900382,-122.4380531
PAST SALE,October-21-2025,Single Family Residential,2121 Divisadero St,San Francisco,CA,94115,6350000,4,3.5,SF District 7,4952,3301,1906,,1282,,Sold,,,https://www.redfin.com/CA/San-Francisco/2121-Divisadero-St-94115/home/1988674,San Francisco MLS,425074658,N,Y,37.7893129,-122.4410074
